ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Тихомиров Герман Даниилович,Улица Академика Пилюгина,5,110,1967,,,,,
Осипов Александр Тимофеевич,Нахимовский проспект,30,108,1976,,,,,
Терентьева Арина Марковна,Улица Кравченко,16,171,1955,,,,,
Литвинова Полина Лукинична,Ленинский проспект,26,190,1972,,,,,
Баранова Алиса Ивановна,Улица Панфёрова,21,232,1981,,,,,
Блохина Елизавета Ильинична,Улица Панфёрова,2,204,1964,,,,,
Павлов Евгений Кириллович,Проспект Вернадского,19,93,1971,,,,,
Абрамова Кристина Андреевна,Улица Марии Ульяновой,29,219,1986,,,,,
Козлов Роман Сергеевич,Нахимовский проспект,22,298,1953,,,,,
Платонова Алиса Степановна,Улица Академика Пилюгина,4,259,1969,,,,,
Попов Илья Матвеевич,Улица Гарибальди,10,124,1954,,,,,
Беляева Ева Данииловна,Улица Панфёрова,25,170,1979,,,,,
Федотова Полина Максимовна,Улица Кравченко,6,297,1959,,,,,
Денисов Илья Дмитриевич,Улица Крупской,6,204,1977,,,,,
Ананьев Алексей Семёнович,Улица Академика Пилюгина,24,136,1967,,,,,
Васильев Михаил Константинович,Нахимовский проспект,29,165,2003,,,,,
Зубков Алексей Арсеньевич,Нахимовский проспект,1,141,1990,,,,,
Герасимов Андрей Матвеевич,Улица Строителей,10,25,1990,,,,,
Гордеева Диана Михайловна,Проспект Вернадского,23,43,1980,,,,,
Иванов Даниил Олегович,Улица Крупской,26,106,1996,,,,,
Павлов Евгений Кириллович,Улица Кравченко,11,250,1951,,,,,
Воронин Сергей Дмитриевич,Проспект Вернадского,18,34,1987,,,,,
Попов Илья Матвеевич,Улица Гарибальди,2,237,1998,,,,,
Снегирева Дарья Глебовна,Улица Кравченко,22,281,1959,,,,,
Селиванова Елизавета Марковна,Улица Марии Ульяновой,1,200,1999,,,,,
Захарова Дарина Ярославовна,Улица Вавилова,5,154,2004,,,,,
Баранова Майя Михайловна,Ленинский проспект,7,145,2000,,,,,
Горелов Владимир Дмитриевич,Улица Гарибальди,24,132,1957,,,,,
Громова Кира Антоновна,Улица Марии Ульяновой,22,227,1994,,,,,
Левина Анна Александровна,Улица Кравченко,4,104,1986,,,,,
Симонов Роман Андреевич,Улица Академика Пилюгина,13,201,1956,,,,,
Добрынин Дмитрий Тихонович,Улица Строителей,6,88,1970,,,,,
Максимова Анна Фёдоровна,Улица Крупской,13,68,1994,,,,,
Орлов Георгий Иванович,Улица Гарибальди,5,276,2004,,,,,
Анохина Полина Кирилловна,Улица Строителей,8,229,1950,,,,,
Снегирева Дарья Глебовна,Улица Панфёрова,28,118,1976,,,,,
Лебедева Василиса Андреевна,Улица Марии Ульяновой,27,111,1960,,,,,
Филиппова Надежда Ярославовна,Улица Кравченко,26,270,1969,,,,,
Новикова София Елисеевна,Улица Панфёрова,21,197,1997,,,,,
Константинов Александр Юрьевич,Проспект Вернадского,18,79,1967,,,,,
Петрова Алиса Степановна,Улица Строителей,21,79,1991,,,,,
Никитина Мария Руслановна,Улица Гарибальди,18,276,1983,,,,,
Скворцов Максим Мирославович,Ленинский проспект,2,287,1961,,,,,
Тихонова Мария Фёдоровна,Улица Панфёрова,14,286,1981,,,,,
Захарова Дарина Ярославовна,Улица Академика Пилюгина,8,285,1988,,,,,
Новикова Кира Борисовна,Нахимовский проспект,28,248,1994,,,,,
Усова Алиса Николаевна,Улица Академика Пилюгина,25,221,1953,,,,,
Козлов Иван Михайлович,Улица Строителей,26,217,1975,,,,,
Орлов Вадим Иванович,Улица Академика Пилюгина,28,119,1968,,,,,
Петровская Полина Максимовна,Улица Панфёрова,23,137,1958,,,,,
Снегирева Дарья Глебовна,Улица Вавилова,3,82,1968,,,,,
Лазарева Анна Григорьевна,Улица Крупской,15,248,1991,,,,,
Ананьев Алексей Семёнович,Улица Крупской,11,265,1982,,,,,
Павлов Кирилл Александрович,Улица Архитектора Власова,29,296,1968,,,,,
Хохлов Александр Михайлович,Улица Строителей,28,55,1981,,,,,
Жданов Илья Михайлович,Нахимовский проспект,11,58,2003,,,,,
Левин Сергей Ильич,Улица Строителей,18,204,1954,,,,,
Баранова Виктория Максимовна,Нахимовский проспект,19,295,1979,,,,,
Белов Максим Демидович,Улица Строителей,10,227,1970,,,,,
Баранова Василиса Александровна,Улица Марии Ульяновой,13,135,1979,,,,,
Попов Илья Матвеевич,Улица Марии Ульяновой,13,80,1992,,,,,
Горелов Владимир Дмитриевич,Нахимовский проспект,6,202,1987,,,,,
Симонов Роман Андреевич,Улица Гарибальди,18,9,1954,,,,,
Родионова Дарья Александровна,Улица Крупской,7,156,1954,,,,,
Иванова Татьяна Юрьевна,Проспект Вернадского,24,59,1957,,,,,
Захаров Роман Денисович,Улица Крупской,3,136,1983,,,,,
Осипов Вадим Борисович,Проспект Вернадского,26,136,1955,,,,,
Тарасова Арина Глебовна,Проспект Вернадского,26,10,1998,,,,,
Белова Анастасия Ивановна,Улица Кравченко,18,11,1956,,,,,
Балашова Анна Савельевна,Улица Гарибальди,1,84,1986,,,,,
Громова Кира Антоновна,Ленинский проспект,17,118,1950,,,,,
Исаев Илья Георгиевич,Улица Гарибальди,6,223,1990,,,,,
Максимова Полина Максимовна,Улица Гарибальди,24,124,1950,,,,,
Филиппова Надежда Ярославовна,Проспект Вернадского,2,127,1956,,,,,
Горелов Владимир Дмитриевич,Проспект Вернадского,26,3,1984,,,,,
Максимова Полина Кирилловна,Улица Академика Пилюгина,29,185,1965,,,,,
Ананьев Алексей Семёнович,Улица Гарибальди,1,105,1951,,,,,
Жданов Кирилл Фёдорович,Улица Кравченко,7,1,1999,,,,,
Соловьева Елизавета Ивановна,Нахимовский проспект,27,41,2003,,,,,
Александрова Василиса Ивановна,Улица Панфёрова,13,152,1967,,,,,
Михайлов Елисей Михайлович,Улица Кравченко,11,164,2005,,,,,
Левина Анна Александровна,Проспект Вернадского,2,264,1971,,,,,
Алексеев Матвей Яковлевич,Улица Гарибальди,2,261,1993,,,,,
Хохлов Александр Михайлович,Ленинский проспект,24,290,1995,,,,,
Прокофьев Дмитрий Родионович,Улица Панфёрова,25,31,1997,,,,,
Максимова Полина Кирилловна,Улица Строителей,30,221,2001,,,,,
Коротков Кирилл Мирославович,Улица Панфёрова,21,195,1961,,,,,
Филиппова Надежда Ярославовна,Улица Строителей,16,151,1995,,,,,
Панфилова Зоя Петровна,Улица Архитектора Власова,12,166,1951,,,,,
Константинов Александр Юрьевич,Улица Гарибальди,29,178,1953,,,,,
Чернышев Платон Артёмович,Проспект Вернадского,8,100,1954,,,,,
Коровина Екатерина Юрьевна,Улица Гарибальди,8,139,1967,,,,,
Астахова Виктория Васильевна,Ленинский проспект,14,237,1971,,,,,
Анохина Полина Кирилловна,Улица Марии Ульяновой,26,200,1963,,,,,
Алексеев Матвей Яковлевич,Проспект Вернадского,2,198,1996,,,,,
Романова Вероника Николаевна,Улица Архитектора Власова,28,205,1996,,,,,
Куликов Ярослав Фёдорович,Нахимовский проспект,13,141,1991,,,,,
Овчинникова Дарья Ильинична,Улица Крупской,20,32,1966,,,,,
Астахова София Ильинична,Улица Крупской,26,60,1965,,,,,
Белова София Львовна,Улица Гарибальди,19,130,1968,,,,,
Никитина Мария Руслановна,Улица Академика Пилюгина,11,43,1965,,,,,
Ананьев Алексей Семёнович,Улица Кравченко,6,70,1966,,,,,
Миронов Иван Никитич,Нахимовский проспект,22,113,1985,,,,,
Дьякова Анастасия Александровна,Улица Кравченко,11,95,1971,,,,,
Рыбаков Фёдор Дмитриевич,Улица Гарибальди,23,64,1995,,,,,
Астахова Виктория Васильевна,Улица Крупской,1,205,1987,,,,,
Кожевников Иван Евгеньевич,Улица Академика Пилюгина,18,238,1993,,,,,
Никитина Мария Руслановна,Улица Вавилова,26,148,1958,,,,,
Плотников Елисей Ильич,Улица Гарибальди,13,45,1952,,,,,
Моисеева София Максимовна,Улица Гарибальди,1,135,1989,,,,,
Серебрякова Дарья Георгиевна,Улица Крупской,13,126,1973,,,,,
Максимова Анна Фёдоровна,Проспект Вернадского,1,37,1951,,,,,
Самсонова Милана Матвеевна,Нахимовский проспект,16,39,1978,,,,,
Гришина Кира Артемьевна,Улица Панфёрова,20,232,2001,,,,,
Жданов Илья Михайлович,Улица Марии Ульяновой,23,147,1997,,,,,
Полякова Мария Артёмовна,Улица Панфёрова,29,253,1961,,,,,
Карпова Арина Григорьевна,Улица Крупской,3,149,1989,,,,,
Новикова Кристина Васильевна,Улица Панфёрова,22,225,1950,,,,,
Платонова Алиса Степановна,Нахимовский проспект,1,91,1976,,,,,
Дьякова Анастасия Александровна,Проспект Вернадского,21,5,1960,,,,,
Белова Анастасия Ивановна,Улица Кравченко,24,245,1985,,,,,
Абрамова Кристина Андреевна,Улица Марии Ульяновой,28,263,1971,,,,,
Данилова Диана Тимуровна,Улица Академика Пилюгина,24,36,2001,,,,,
Павлов Кирилл Александрович,Улица Архитектора Власова,11,198,1950,,,,,
Лебедева Василиса Андреевна,Улица Академика Пилюгина,28,149,1964,,,,,
Карпова Арина Григорьевна,Улица Кравченко,25,258,1978,,,,,
Алешина Кристина Евгеньевна,Улица Марии Ульяновой,12,129,2000,,,,,
Карпов Александр Тимурович,Проспект Вернадского,27,70,1979,,,,,
Коровина Екатерина Юрьевна,Улица Вавилова,4,12,1997,,,,,
Блохина Елизавета Ильинична,Проспект Вернадского,5,250,1973,,,,,
Филиппова Алиса Артёмовна,Ленинский проспект,23,264,1984,,,,,
Максимова Полина Кирилловна,Улица Строителей,25,285,1990,,,,,
Голиков Лев Никитич,Улица Вавилова,20,4,2004,,,,,
Кожевников Иван Евгеньевич,Улица Академика Пилюгина,21,109,1975,,,,,
Серебрякова Полина Ярославовна,Улица Строителей,16,254,1964,,,,,
Баранова Алиса Ивановна,Улица Архитектора Власова,25,250,1984,,,,,
Петровская Анастасия Макаровна,Улица Гарибальди,9,243,2005,,,,,
Полякова Мария Артёмовна,Ленинский проспект,29,274,1975,,,,,
Козлов Глеб Матвеевич,Проспект Вернадского,7,170,1966,,,,,
Снегирева Дарья Глебовна,Улица Вавилова,16,162,1977,,,,,
Денисов Илья Дмитриевич,Улица Академика Пилюгина,24,296,1994,,,,,
Васильева София Марковна,Ленинский проспект,11,282,1977,,,,,
Козлов Иван Михайлович,Улица Крупской,16,77,1995,,,,,
Константинов Александр Юрьевич,Улица Крупской,25,267,1981,,,,,
Александрова Василиса Ивановна,Улица Панфёрова,23,262,1970,,,,,
Кукушкин Павел Львович,Улица Архитектора Власова,19,82,1974,,,,,
Симонов Роман Андреевич,Улица Строителей,20,89,1962,,,,,
Константинов Александр Юрьевич,Улица Крупской,12,26,1976,,,,,
Павлов Евгений Кириллович,Улица Кравченко,23,169,1959,,,,,
Куликов Ярослав Фёдорович,Улица Гарибальди,8,150,1994,,,,,
Давыдов Кирилл Янович,Улица Строителей,3,7,1961,,,,,
Соколова Василиса Александровна,Улица Кравченко,7,261,2002,,,,,
Астахова София Ильинична,Ленинский проспект,27,72,1986,,,,,
Петровская Полина Максимовна,Улица Крупской,4,179,1989,,,,,
Жданов Илья Михайлович,Улица Кравченко,7,10,1996,,,,,
Воронин Сергей Дмитриевич,Улица Архитектора Власова,12,73,1955,,,,,
Баранова Майя Михайловна,Нахимовский проспект,3,278,1988,,,,,
Сидоров Матвей Даниилович,Улица Гарибальди,26,186,1991,,,,,
Григорьев Пётр Александрович,Улица Панфёрова,20,48,1980,,,,,
Александрова Василиса Ивановна,Нахимовский проспект,8,277,1983,,,,,
Балашова Анна Савельевна,Улица Кравченко,30,136,1954,,,,,
Сидоров Матвей Даниилович,Улица Гарибальди,30,8,1983,,,,,
Павлов Евгений Кириллович,Улица Академика Пилюгина,20,175,1964,,,,,
Матвеева Ева Андреевна,Улица Кравченко,2,116,1951,,,,,
Соколов Лев Владиславович,Нахимовский проспект,13,96,2005,,,,,
Давыдов Кирилл Янович,Улица Строителей,14,13,2001,,,,,
Миронов Иван Никитич,Улица Архитектора Власова,3,149,2000,,,,,
Балашова Анна Савельевна,Улица Крупской,7,67,2005,,,,,
Денисов Алексей Романович,Ленинский проспект,15,226,1950,,,,,
Сергеев Гордей Ярославович,Улица Академика Пилюгина,18,212,1971,,,,,
Новикова Елизавета Дмитриевна,Улица Панфёрова,16,258,1974,,,,,
Герасимов Артур Денисович,Улица Панфёрова,26,168,1997,,,,,
Коротков Кирилл Мирославович,Проспект Вернадского,9,266,1980,,,,,
Гришина Кира Артемьевна,Улица Кравченко,21,49,1983,,,,,
Серебрякова Дарья Георгиевна,Улица Академика Пилюгина,10,184,1996,,,,,
Кожевников Иван Евгеньевич,Нахимовский проспект,24,139,1999,,,,,
Белова Анастасия Ивановна,Улица Крупской,17,110,1957,,,,,
Захаров Николай Александрович,Улица Академика Пилюгина,1,156,1963,,,,,
Гришина Кира Артемьевна,Улица Архитектора Власова,4,181,1989,,,,,
Соловьева София Константиновна,Проспект Вернадского,12,148,1966,,,,,
Ермакова Майя Никитична,Нахимовский проспект,22,90,2001,,,,,
Куликова Мария Никитична,Улица Академика Пилюгина,4,213,1964,,,,,
Суслов Демид Дмитриевич,Улица Архитектора Власова,9,46,1992,,,,,
Грачев Платон Русланович,Нахимовский проспект,28,60,1955,,,,,
Мартынов Даниил Демьянович,Улица Панфёрова,19,144,1998,,,,,
Левин Сергей Ильич,Улица Панфёрова,26,255,1972,,,,,
Жданов Илья Михайлович,Улица Академика Пилюгина,25,253,2002,,,,,
Попов Леонид Макарович,Улица Архитектора Власова,17,260,1995,,,,,
Балашова Анна Савельевна,Улица Крупской,11,94,1969,,,,,
Терентьева Арина Марковна,Улица Крупской,22,36,1989,,,,,
Васильева София Марковна,Улица Архитектора Власова,3,186,1998,,,,,
Козлов Роман Сергеевич,Улица Панфёрова,24,198,1963,,,,,
Григорьев Пётр Александрович,Улица Панфёрова,3,222,1978,,,,,
Орлов Вадим Иванович,Улица Панфёрова,23,135,1991,,,,,
Николаева Дарина Григорьевна,Нахимовский проспект,19,238,1966,,,,,
Скворцов Максим Мирославович,Проспект Вернадского,7,74,1984,,,,,
Коротков Кирилл Мирославович,Улица Крупской,21,207,1950,,,,,
Баранова Виктория Максимовна,Улица Марии Ульяновой,7,69,1991,,,,,
Степанов Дмитрий Александрович,Улица Гарибальди,5,242,2000,,,,,
Шилова Алиса Ивановна,Улица Крупской,11,45,1980,,,,,
Петрова Алиса Степановна,Улица Строителей,11,87,1981,,,,,
Петров Георгий Николаевич,Проспект Вернадского,3,224,1970,,,,,
Антонов Артём Платонович,Улица Вавилова,3,288,1954,,,,,
Петров Георгий Николаевич,Улица Гарибальди,27,72,1981,,,,,
Иванов Максим Тимофеевич,Улица Крупской,11,52,1995,,,,,
Николаева Дарина Григорьевна,Проспект Вернадского,12,106,1983,,,,,
Александрова Василиса Ивановна,Улица Вавилова,5,117,1968,,,,,
Новикова Кира Борисовна,Улица Панфёрова,11,78,1990,,,,,
Орлов Вадим Иванович,Нахимовский проспект,3,194,2004,,,,,
Егоров Глеб Семёнович,Улица Панфёрова,15,56,2004,,,,,
Левин Сергей Ильич,Улица Академика Пилюгина,4,201,1995,,,,,
Павлов Лев Александрович,Улица Архитектора Власова,15,265,1974,,,,,
Осипов Александр Тимофеевич,Нахимовский проспект,16,129,1978,,,,,
Кожевников Иван Евгеньевич,Улица Кравченко,11,249,1980,,,,,
Денисов Алексей Романович,Улица Панфёрова,16,134,1982,,,,,
Власова Алина Андреевна,Улица Марии Ульяновой,21,126,2004,,,,,
Куликова Мария Никитична,Улица Строителей,27,297,1974,,,,,
Овчинникова Ольга Ильинична,Улица Вавилова,3,124,1955,,,,,
Сидоров Матвей Даниилович,Улица Строителей,7,86,1951,,,,,
Прокофьев Дмитрий Родионович,Улица Гарибальди,10,97,1981,,,,,
Моисеева София Максимовна,Ленинский проспект,10,37,1954,,,,,
Серебрякова Дарья Георгиевна,Улица Кравченко,10,185,1967,,,,,
Куликова Мария Никитична,Улица Строителей,30,244,1961,,,,,
Козлов Иван Михайлович,Улица Марии Ульяновой,22,168,1989,,,,,
Соколов Лев Владиславович,Улица Панфёрова,16,197,1999,,,,,
Островский Макар Глебович,Улица Гарибальди,15,118,1976,,,,,
Попов Даниил Михайлович,Улица Вавилова,23,241,1960,,,,,
Никитина Мария Руслановна,Улица Панфёрова,15,62,1998,,,,,
Давыдов Кирилл Янович,Проспект Вернадского,14,173,1960,,,,,
Герасимов Андрей Матвеевич,Улица Академика Пилюгина,29,158,1964,,,,,
Григорьев Пётр Александрович,Улица Академика Пилюгина,19,181,1962,,,,,
Карпов Григорий Иванович,Улица Марии Ульяновой,18,273,1986,,,,,
Родионова Дарья Александровна,Улица Кравченко,24,262,1988,,,,,
Васильев Михаил Константинович,Улица Гарибальди,23,241,1952,,,,,
Туманов Сергей Михайлович,Улица Панфёрова,10,192,1986,,,,,
Копылов Григорий Платонович,Улица Академика Пилюгина,2,134,1986,,,,,
Козлов Иван Михайлович,Улица Марии Ульяновой,13,202,2005,,,,,
Воронин Сергей Дмитриевич,Улица Академика Пилюгина,17,50,1979,,,,,
Анохина Полина Кирилловна,Улица Крупской,5,92,1965,,,,,
Леонтьев Семён Иванович,Улица Гарибальди,29,58,1982,,,,,
Орлов Вадим Иванович,Нахимовский проспект,22,15,1978,,,,,
Захаров Николай Александрович,Улица Марии Ульяновой,11,84,1984,,,,,
Матвеева Ева Андреевна,Улица Строителей,8,223,1993,,,,,
Соловьева София Константиновна,Улица Крупской,23,71,1994,,,,,
Белова Анастасия Ивановна,Улица Строителей,30,277,1974,,,,,
Горелов Владимир Дмитриевич,Ленинский проспект,11,210,1981,,,,,
Левин Максим Богданович,Улица Марии Ульяновой,16,80,2005,,,,,
Астахова София Ильинична,Проспект Вернадского,22,223,1976,,,,,
Ермакова Майя Никитична,Улица Вавилова,1,54,1983,,,,,
Баранова Виктория Максимовна,Улица Строителей,22,103,2003,,,,,
Васильева Вероника Мироновна,Улица Кравченко,9,124,1969,,,,,
Баранова Виктория Максимовна,Улица Вавилова,25,136,1964,,,,,
Левин Сергей Ильич,Улица Кравченко,9,269,1999,,,,,
Орлов Вадим Иванович,Улица Академика Пилюгина,6,285,1985,,,,,
Соколова Василиса Александровна,Ленинский проспект,2,140,1989,,,,,
Куликов Ярослав Фёдорович,Улица Строителей,7,93,1951,,,,,
Михайлов Елисей Михайлович,Улица Крупской,24,42,2005,,,,,
Баранова Василиса Александровна,Улица Крупской,9,24,1986,,,,,
Чернышев Платон Артёмович,Улица Вавилова,5,118,1962,,,,,
Селиванова Елизавета Марковна,Улица Архитектора Власова,6,262,1998,,,,,
Петрова Алиса Степановна,Улица Крупской,30,120,1950,,,,,
Павлов Евгений Кириллович,Улица Кравченко,18,150,1972,,,,,
Шишкин Константин Павлович,Улица Крупской,23,272,1996,,,,,
Голиков Лев Никитич,Улица Вавилова,13,171,2000,,,,,
Овчинникова Ольга Ильинична,Улица Строителей,18,286,1950,,,,,
Егорова Надежда Дмитриевна,Ленинский проспект,25,279,1986,,,,,
Карпов Григорий Иванович,Улица Вавилова,1,40,1987,,,,,
Шестаков Андрей Львович,Улица Академика Пилюгина,8,238,1999,,,,,
Беляева Ева Данииловна,Улица Гарибальди,28,42,1997,,,,,
Панфилова Зоя Петровна,Улица Строителей,28,244,1978,,,,,
Селиванова Елизавета Марковна,Улица Кравченко,5,14,1952,,,,,
Овчинникова Ольга Ильинична,Улица Гарибальди,4,184,2004,,,,,
Морозов Роман Артурович,Улица Строителей,5,87,1999,,,,,
Жданов Илья Михайлович,Улица Крупской,21,48,1986,,,,,
Николаева Дарина Григорьевна,Ленинский проспект,27,106,1986,,,,,
Дмитриев Ярослав Романович,Улица Гарибальди,8,8,2002,,,,,
Жданов Илья Михайлович,Проспект Вернадского,29,219,1988,,,,,
Яковлев Леонид Константинович,Улица Гарибальди,8,153,1996,,,,,
Васильев Кирилл Ильич,Улица Строителей,17,15,1965,,,,,
Филиппова София Максимовна,Ленинский проспект,19,283,1986,,,,,
Прохоров Андрей Арсеньевич,Улица Кравченко,19,240,1976,,,,,
Жданов Илья Михайлович,Улица Кравченко,27,246,1953,,,,,
Лазарева Анна Григорьевна,Улица Архитектора Власова,5,62,1978,,,,,
Наумов Артём Константинович,Улица Архитектора Власова,2,101,1957,,,,,
Соколова Полина Романовна,Улица Архитектора Власова,21,81,1967,,,,,
Максимова Полина Кирилловна,Нахимовский проспект,28,89,1952,,,,,
Климова Екатерина Михайловна,Улица Кравченко,25,241,1969,,,,,
Алешина Кристина Евгеньевна,Улица Панфёрова,29,220,1999,,,,,
Шестаков Андрей Львович,Улица Крупской,4,8,1973,,,,,
Белова Анастасия Ивановна,Улица Академика Пилюгина,29,99,1965,,,,,
Суворов Макар Александрович,Проспект Вернадского,12,218,1969,,,,,
Данилова Диана Тимуровна,Улица Панфёрова,1,227,1979,,,,,
Новикова Кристина Васильевна,Улица Крупской,7,266,1973,,,,,
Левина Анна Александровна,Улица Архитектора Власова,28,76,1957,,,,,
Суслов Демид Дмитриевич,Нахимовский проспект,8,295,1974,,,,,
Орлов Вадим Иванович,Проспект Вернадского,16,109,1966,,,,,
Иванов Дмитрий Ярославович,Улица Крупской,22,2,1964,,,,,
Александрова Василиса Ивановна,Улица Архитектора Власова,22,288,1960,,,,,
Колесников Георгий Маркович,Проспект Вернадского,3,114,1958,,,,,
Новикова София Елисеевна,Улица Вавилова,23,130,1960,,,,,
Селиванова Елизавета Марковна,Нахимовский проспект,21,280,1978,,,,,
Петров Георгий Николаевич,Улица Гарибальди,8,131,1978,,,,,
Соловьева Елизавета Ивановна,Улица Строителей,23,190,1999,,,,,
Сергеев Гордей Ярославович,Улица Академика Пилюгина,20,155,2004,,,,,
Матвеева Ева Андреевна,Улица Вавилова,9,245,1958,,,,,
Николаева Валерия Владимировна,Улица Марии Ульяновой,19,250,1982,,,,,
Алексеев Степан Семёнович,Ленинский проспект,22,256,1992,,,,,
Козлова Виктория Дмитриевна,Улица Вавилова,7,260,1989,,,,,
Снегирева Дарья Глебовна,Улица Марии Ульяновой,10,233,1978,,,,,
Крючков Вячеслав Андреевич,Проспект Вернадского,19,294,1989,,,,,
Морозов Роман Артурович,Улица Гарибальди,8,297,2005,,,,,
Анохина Полина Кирилловна,Улица Панфёрова,2,113,1982,,,,,
Яковлев Леонид Константинович,Улица Панфёрова,10,183,1967,,,,,
Яковлев Леонид Константинович,Улица Архитектора Власова,30,76,1974,,,,,
Полякова Мария Артёмовна,Улица Архитектора Власова,19,127,1991,,,,,
Осипов Вадим Борисович,Проспект Вернадского,24,213,1990,,,,,
Герасимов Артур Денисович,Улица Академика Пилюгина,8,96,2002,,,,,
Климова Екатерина Михайловна,Улица Панфёрова,6,52,1986,,,,,
Фомин Артём Андреевич,Улица Крупской,7,169,1998,,,,,
Куликов Ярослав Фёдорович,Нахимовский проспект,28,187,1987,,,,,
Сидоров Матвей Даниилович,Улица Кравченко,19,2,1979,,,,,
Гордеева Диана Михайловна,Улица Кравченко,9,143,1979,,,,,
Коровина Екатерина Юрьевна,Улица Гарибальди,1,163,1958,,,,,
Васильева София Николаевна,Улица Вавилова,18,157,1999,,,,,
Васильева София Марковна,Нахимовский проспект,12,218,1962,,,,,
Богданов Владимир Маркович,Улица Архитектора Власова,29,73,1962,,,,,
Белова Анастасия Ивановна,Улица Архитектора Власова,1,208,1969,,,,,
Иванов Даниил Олегович,Улица Архитектора Власова,24,102,1990,,,,,
Орлов Георгий Иванович,Улица Вавилова,5,241,1951,,,,,
Максимова Алиса Ярославовна,Улица Академика Пилюгина,5,66,1997,,,,,
Жданов Илья Михайлович,Улица Архитектора Власова,7,148,1986,,,,,
Козлов Глеб Матвеевич,Улица Крупской,20,33,1963,,,,,
Сазонова Анастасия Александровна,Улица Архитектора Власова,6,292,1989,,,,,
Петровская Полина Максимовна,Улица Марии Ульяновой,22,224,1975,,,,,
Попов Леонид Макарович,Улица Крупской,17,22,1989,,,,,
Осипов Вадим Борисович,Ленинский проспект,2,7,2004,,,,,
Смирнова Полина Максимовна,Улица Марии Ульяновой,28,113,1993,,,,,
Суслов Демид Дмитриевич,Проспект Вернадского,9,148,1983,,,,,
Максимова Полина Максимовна,Улица Крупской,19,67,1967,,,,,
Николаева Валерия Владимировна,Улица Архитектора Власова,27,104,1958,,,,,
Денисов Илья Дмитриевич,Проспект Вернадского,14,66,1971,,,,,
Васильева София Николаевна,Улица Архитектора Власова,5,243,1984,,,,,
Воронин Сергей Дмитриевич,Улица Гарибальди,25,297,1982,,,,,
Константинов Александр Юрьевич,Улица Архитектора Власова,16,78,1971,,,,,
Самсонова Милана Матвеевна,Улица Строителей,6,84,1997,,,,,
Максимова Полина Кирилловна,Улица Крупской,10,187,1995,,,,,
Иванов Максим Тимофеевич,Улица Академика Пилюгина,16,217,1969,,,,,
Егорова Надежда Дмитриевна,Улица Панфёрова,10,196,1951,,,,,
Беляева Ева Данииловна,Улица Академика Пилюгина,24,30,1958,,,,,
Прохоров Андрей Арсеньевич,Улица Крупской,27,209,2004,,,,,
Давыдов Кирилл Янович,Улица Крупской,21,75,1968,,,,,
Шестаков Андрей Львович,Улица Панфёрова,19,251,1951,,,,,
Тихомиров Герман Даниилович,Улица Панфёрова,26,258,1985,,,,,
Овчинникова Ольга Ильинична,Улица Кравченко,4,156,1954,,,,,
Михайлов Елисей Михайлович,Нахимовский проспект,19,172,1960,,,,,
Моисеева София Максимовна,Улица Марии Ульяновой,7,143,1980,,,,,
Николаева Дарина Григорьевна,Улица Кравченко,4,126,1982,,,,,
Пономарева Мирослава Григорьевна,Проспект Вернадского,3,102,1961,,,,,
Тихонова Василиса Фёдоровна,Улица Строителей,20,13,1993,,,,,
Орлов Вадим Иванович,Улица Строителей,21,80,1985,,,,,
Романов Сергей Михайлович,Ленинский проспект,14,284,1996,,,,,
Баранова Василиса Александровна,Улица Панфёрова,30,149,1982,,,,,
Тихонова Василиса Фёдоровна,Улица Архитектора Власова,12,151,1958,,,,,
Терентьева Арина Марковна,Улица Академика Пилюгина,5,138,1966,,,,,
Павлов Кирилл Александрович,Улица Академика Пилюгина,17,271,1955,,,,,
Попов Даниил Михайлович,Улица Гарибальди,22,266,1977,,,,,
Воронина Полина Глебовна,Улица Гарибальди,27,76,1954,,,,,
Васильева Вероника Мироновна,Улица Архитектора Власова,9,16,1987,,,,,
Островский Макар Глебович,Улица Гарибальди,6,267,1979,,,,,
Кукушкин Павел Львович,Улица Кравченко,14,91,1980,,,,,
Захаров Николай Александрович,Улица Строителей,12,30,1970,,,,,
Елизарова Антонина Игоревна,Улица Вавилова,4,49,1990,,,,,
Тихомиров Герман Даниилович,Улица Гарибальди,23,282,1961,,,,,
Ларина Александра Ярославовна,Улица Кравченко,24,113,1992,,,,,
Козлов Роман Сергеевич,Улица Гарибальди,12,263,1956,,,,,
Баранова Майя Михайловна,Улица Архитектора Власова,7,56,1983,,,,,
Васильев Кирилл Ильич,Улица Академика Пилюгина,6,162,2002,,,,,
Баранова Алиса Ивановна,Улица Кравченко,21,29,1957,,,,,
Козлов Глеб Матвеевич,Нахимовский проспект,20,299,1974,,,,,
Фомин Артём Андреевич,Улица Гарибальди,25,150,1954,,,,,
Миронов Илья Мирославович,Ленинский проспект,27,136,1968,,,,,
Сидоров Матвей Даниилович,Улица Вавилова,16,24,2001,,,,,
Ларина Александра Ярославовна,Улица Строителей,13,196,1985,,,,,
Антонов Артём Платонович,Улица Академика Пилюгина,8,183,1966,,,,,
Максимова Полина Кирилловна,Нахимовский проспект,17,273,1977,,,,,
Волков Кирилл Маркович,Нахимовский проспект,1,162,1995,,,,,
Волков Кирилл Маркович,Ленинский проспект,19,57,1979,,,,,
Селиванова Елизавета Марковна,Улица Кравченко,27,89,1984,,,,,
