ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Герасимов Андрей Матвеевич,Улица Гарибальди,26,203,1973,,,,,
Литвинова Полина Лукинична,Улица Академика Пилюгина,20,213,1990,,,,,
Орлов Вадим Иванович,Ленинский проспект,29,241,1975,,,,,
Соколова Полина Романовна,Улица Панфёрова,2,216,1987,,,,,
Астахова Виктория Васильевна,Улица Вавилова,10,283,1956,,,,,
Николаева Валерия Владимировна,Улица Вавилова,18,192,1993,,,,,
Снегирева Дарья Глебовна,Улица Вавилова,30,18,1984,,,,,
Попов Илья Матвеевич,Улица Крупской,23,162,1986,,,,,
Леонтьев Семён Иванович,Улица Панфёрова,28,217,1978,,,,,
Пономарева Ирина Александровна,Нахимовский проспект,1,218,1959,,,,,
Козлова Виктория Дмитриевна,Улица Строителей,13,267,1966,,,,,
Григорьев Пётр Александрович,Улица Строителей,19,58,1995,,,,,
Александрова Василиса Ивановна,Проспект Вернадского,1,249,1987,,,,,
Иванов Максим Тимофеевич,Нахимовский проспект,17,153,1971,,,,,
Максимова Алиса Ярославовна,Нахимовский проспект,4,28,1966,,,,,
Алексеев Матвей Яковлевич,Улица Вавилова,6,37,1962,,,,,
Жданов Илья Михайлович,Улица Крупской,21,264,1951,,,,,
Денисов Алексей Романович,Улица Марии Ульяновой,9,284,1993,,,,,
Моисеева София Максимовна,Улица Академика Пилюгина,24,219,1972,,,,,
Филимонова Анна Владимировна,Проспект Вернадского,18,78,1990,,,,,
Филиппова Алиса Артёмовна,Улица Академика Пилюгина,7,245,1978,,,,,
Козлов Иван Михайлович,Нахимовский проспект,15,59,1993,,,,,
Федотова Полина Максимовна,Улица Архитектора Власова,23,215,1978,,,,,
Платонова Алиса Степановна,Улица Кравченко,19,54,1982,,,,,
Захарова Дарина Ярославовна,Улица Панфёрова,1,37,1967,,,,,
Дмитриев Ярослав Романович,Проспект Вернадского,28,16,1954,,,,,
Филиппова Алиса Артёмовна,Улица Панфёрова,3,162,1969,,,,,
Жданова Ульяна Никитична,Улица Вавилова,12,75,1971,,,,,
Баранова Майя Михайловна,Улица Вавилова,10,86,1974,,,,,
Мартынов Даниил Демьянович,Проспект Вернадского,29,58,1998,,,,,
Соколов Лев Владиславович,Улица Вавилова,21,187,1960,,,,,
Захарова Дарина Ярославовна,Улица Кравченко,13,59,1992,,,,,
Герасимов Артур Денисович,Улица Академика Пилюгина,22,180,1995,,,,,
Пономарева Мирослава Григорьевна,Улица Академика Пилюгина,16,64,1996,,,,,
Иванова Татьяна Юрьевна,Улица Гарибальди,5,191,1968,,,,,
Карпов Александр Тимурович,Улица Панфёрова,13,288,1972,,,,,
Новиков Андрей Георгиевич,Ленинский проспект,27,240,1986,,,,,
Михайлов Елисей Михайлович,Улица Крупской,16,69,1995,,,,,
Орлов Игорь Александрович,Проспект Вернадского,28,172,1974,,,,,
Блохина Елизавета Ильинична,Проспект Вернадского,23,134,2005,,,,,
Прокофьев Дмитрий Родионович,Нахимовский проспект,4,200,1959,,,,,
Тихонова Василиса Фёдоровна,Улица Гарибальди,6,23,1954,,,,,
Дмитриев Ярослав Романович,Улица Крупской,8,66,1955,,,,,
Снегирева Дарья Глебовна,Улица Гарибальди,12,212,1978,,,,,
Симонов Роман Андреевич,Улица Крупской,8,69,1963,,,,,
Карпов Александр Тимурович,Улица Крупской,3,187,1971,,,,,
Суслов Демид Дмитриевич,Нахимовский проспект,11,72,1953,,,,,
Овчинникова Ольга Ильинична,Улица Архитектора Власова,7,83,1955,,,,,
Добрынин Дмитрий Тихонович,Улица Панфёрова,22,263,1951,,,,,
Павлов Евгений Кириллович,Улица Марии Ульяновой,14,129,1951,,,,,
Алексеев Степан Семёнович,Улица Вавилова,6,273,1963,,,,,
Ларина Александра Ярославовна,Улица Кравченко,25,43,1996,,,,,
Овчинникова Дарья Ильинична,Улица Вавилова,4,70,1988,,,,,
Овчинникова Ольга Ильинична,Улица Академика Пилюгина,3,41,1977,,,,,
Астахова Виктория Васильевна,Улица Академика Пилюгина,10,86,1984,,,,,
Коротков Кирилл Мирославович,Проспект Вернадского,16,88,1998,,,,,
Щеглова Мария Артёмовна,Нахимовский проспект,13,113,1958,,,,,
Суслов Демид Дмитриевич,Проспект Вернадского,30,57,1965,,,,,
Снегирева Дарья Глебовна,Улица Академика Пилюгина,23,133,1996,,,,,
Степанов Дмитрий Александрович,Улица Кравченко,29,68,1965,,,,,
Моисеева София Максимовна,Улица Гарибальди,17,202,1962,,,,,
Суворов Макар Александрович,Улица Марии Ульяновой,9,50,1999,,,,,
Захарова Дарина Ярославовна,Улица Академика Пилюгина,10,40,1989,,,,,
Данилова Диана Тимуровна,Ленинский проспект,19,291,1983,,,,,
Копылов Григорий Платонович,Улица Академика Пилюгина,12,67,1995,,,,,
Овчинникова Ольга Ильинична,Улица Академика Пилюгина,21,262,1971,,,,,
Лебедева Василиса Андреевна,Ленинский проспект,24,81,1990,,,,,
Баранова Алиса Ивановна,Улица Гарибальди,27,260,1969,,,,,
Богданов Владимир Маркович,Улица Марии Ульяновой,14,187,1975,,,,,
Новиков Андрей Георгиевич,Ленинский проспект,27,154,1999,,,,,
Дмитриев Ярослав Романович,Улица Панфёрова,25,98,1972,,,,,
Васильева София Марковна,Улица Кравченко,3,108,1982,,,,,
Полякова Мария Артёмовна,Улица Гарибальди,6,189,1998,,,,,
Денисов Илья Дмитриевич,Улица Марии Ульяновой,14,221,2004,,,,,
Петровская Полина Максимовна,Улица Академика Пилюгина,12,277,1950,,,,,
Павлов Евгений Кириллович,Улица Строителей,30,55,1965,,,,,
Фомин Артём Андреевич,Улица Академика Пилюгина,22,19,1990,,,,,
Соколов Михаил Романович,Улица Крупской,19,18,1979,,,,,
Антонов Артём Платонович,Нахимовский проспект,19,151,2004,,,,,
Власова Алина Андреевна,Улица Крупской,26,266,1953,,,,,
Алешина Кристина Евгеньевна,Улица Марии Ульяновой,29,48,1973,,,,,
Дмитриев Ярослав Романович,Улица Кравченко,8,57,1972,,,,,
Козлова Виктория Дмитриевна,Улица Архитектора Власова,21,125,1973,,,,,
Петровская Полина Максимовна,Улица Марии Ульяновой,15,124,1952,,,,,
Романова Вероника Николаевна,Улица Гарибальди,7,140,1975,,,,,
Волков Кирилл Маркович,Улица Крупской,14,29,1974,,,,,
Лебедева Василиса Андреевна,Улица Крупской,1,89,1966,,,,,
Соловьева София Константиновна,Улица Строителей,23,139,1955,,,,,
Карпов Григорий Иванович,Улица Архитектора Власова,17,94,2004,,,,,
Козлов Глеб Матвеевич,Нахимовский проспект,18,66,1957,,,,,
Захаров Николай Александрович,Улица Кравченко,12,26,1998,,,,,
Никитина Мария Руслановна,Улица Архитектора Власова,16,253,1953,,,,,
Исаев Илья Георгиевич,Улица Академика Пилюгина,21,233,2001,,,,,
Климова Екатерина Михайловна,Улица Академика Пилюгина,4,35,1975,,,,,
Матвеева Ева Андреевна,Ленинский проспект,22,238,1984,,,,,
Щеглова Мария Артёмовна,Ленинский проспект,26,118,1958,,,,,
Левина Анна Александровна,Улица Гарибальди,6,35,1956,,,,,
Воронин Сергей Дмитриевич,Улица Крупской,7,269,1963,,,,,
Соколова Василиса Александровна,Улица Вавилова,6,164,1955,,,,,
Ермакова Майя Никитична,Проспект Вернадского,6,106,1967,,,,,
Беляева Ева Данииловна,Нахимовский проспект,29,171,1981,,,,,
Романов Сергей Михайлович,Улица Вавилова,15,103,1988,,,,,
Панфилова Зоя Петровна,Улица Архитектора Власова,8,76,1988,,,,,
Дорофеева Анна Фёдоровна,Ленинский проспект,9,228,1980,,,,,
Лазарева Анна Григорьевна,Нахимовский проспект,25,173,1983,,,,,
Пахомов Владислав Макарович,Ленинский проспект,15,66,1977,,,,,
Фомин Артём Андреевич,Улица Вавилова,3,227,1964,,,,,
Кудрявцева Анна Тимофеевна,Ленинский проспект,10,127,1956,,,,,
Суслов Демид Дмитриевич,Нахимовский проспект,6,108,1990,,,,,
Петров Георгий Николаевич,Улица Гарибальди,5,89,1982,,,,,
Ежова Ксения Георгиевна,Ленинский проспект,3,79,1960,,,,,
Осипов Александр Тимофеевич,Проспект Вернадского,22,96,1956,,,,,
Левин Максим Богданович,Ленинский проспект,5,50,1958,,,,,
Анохина Полина Кирилловна,Улица Кравченко,7,261,1957,,,,,
Иванов Дмитрий Ярославович,Улица Крупской,7,93,1956,,,,,
Иванов Дмитрий Ярославович,Улица Гарибальди,1,209,1962,,,,,
Щеглова Мария Артёмовна,Улица Кравченко,28,99,1959,,,,,
Дорофеева Анна Фёдоровна,Улица Марии Ульяновой,13,43,1961,,,,,
Грачев Платон Русланович,Улица Академика Пилюгина,15,176,1954,,,,,
Кудрявцева Анна Тимофеевна,Улица Архитектора Власова,5,26,1976,,,,,
Михайлов Елисей Михайлович,Улица Строителей,20,206,1961,,,,,
Богданов Владимир Маркович,Улица Академика Пилюгина,18,180,1961,,,,,
Рыбаков Фёдор Дмитриевич,Улица Академика Пилюгина,3,145,1994,,,,,
Балашова Анна Савельевна,Нахимовский проспект,29,134,1983,,,,,
Орлов Георгий Иванович,Улица Академика Пилюгина,10,294,1961,,,,,
Куликова Мария Никитична,Нахимовский проспект,12,203,1993,,,,,
Блохина Елизавета Ильинична,Улица Академика Пилюгина,21,87,1980,,,,,
Филиппова София Максимовна,Улица Крупской,28,25,1995,,,,,
Пономарева Ирина Александровна,Улица Гарибальди,2,38,1987,,,,,
Лазарева Анна Григорьевна,Улица Архитектора Власова,2,111,1961,,,,,
Платонова Алиса Степановна,Улица Кравченко,4,194,1982,,,,,
Попов Леонид Макарович,Улица Гарибальди,15,172,1950,,,,,
Ермакова Майя Никитична,Улица Строителей,22,141,2004,,,,,
Алексеев Матвей Яковлевич,Улица Гарибальди,24,45,1961,,,,,
Павлов Кирилл Александрович,Улица Гарибальди,26,282,1957,,,,,
Данилова Диана Тимуровна,Улица Вавилова,4,4,1973,,,,,
Голиков Лев Никитич,Нахимовский проспект,30,141,1970,,,,,
Ермакова Майя Никитична,Улица Гарибальди,15,135,1957,,,,,
Островский Макар Глебович,Улица Архитектора Власова,12,12,1954,,,,,
Блохина Елизавета Ильинична,Улица Академика Пилюгина,25,273,1985,,,,,
Попов Леонид Макарович,Улица Строителей,16,180,1957,,,,,
Елизарова Антонина Игоревна,Нахимовский проспект,21,87,1954,,,,,
Прокофьев Дмитрий Родионович,Улица Строителей,13,300,1987,,,,,
Григорьев Пётр Александрович,Проспект Вернадского,14,232,2003,,,,,
Егорова Надежда Дмитриевна,Улица Крупской,5,142,1980,,,,,
Тихонова Василиса Фёдоровна,Улица Академика Пилюгина,1,16,1979,,,,,
Матвеева Ева Андреевна,Нахимовский проспект,4,20,1992,,,,,
Белов Максим Демидович,Улица Кравченко,11,6,1954,,,,,
Петровская Анастасия Макаровна,Улица Кравченко,29,233,1967,,,,,
Серебрякова Дарья Георгиевна,Ленинский проспект,24,77,1975,,,,,
Колесников Георгий Маркович,Улица Крупской,29,193,1954,,,,,
Тихонова Василиса Фёдоровна,Улица Панфёрова,25,25,1967,,,,,
Константинов Александр Юрьевич,Улица Строителей,23,261,2004,,,,,
Родионова Дарья Александровна,Улица Строителей,5,87,1991,,,,,
Абрамова Кристина Андреевна,Улица Архитектора Власова,11,174,1981,,,,,
Васильева София Марковна,Улица Архитектора Власова,20,230,1974,,,,,
Захарова Дарина Ярославовна,Улица Крупской,1,113,2000,,,,,
Панфилова Зоя Петровна,Проспект Вернадского,19,103,1968,,,,,
Васильев Кирилл Ильич,Улица Гарибальди,19,199,1997,,,,,
Плотников Елисей Ильич,Улица Гарибальди,23,201,1989,,,,,
Коровина Екатерина Юрьевна,Улица Крупской,18,189,1955,,,,,
Новиков Андрей Георгиевич,Проспект Вернадского,7,141,1994,,,,,
Григорьев Пётр Александрович,Ленинский проспект,29,246,1966,,,,,
Копылов Григорий Платонович,Улица Строителей,12,88,1975,,,,,
Смирнова Полина Максимовна,Улица Архитектора Власова,9,92,1952,,,,,
Добрынин Дмитрий Тихонович,Улица Марии Ульяновой,24,205,1994,,,,,
Петровская Полина Максимовна,Улица Крупской,21,57,1953,,,,,
Прохоров Андрей Арсеньевич,Улица Крупской,15,221,1957,,,,,
Леонтьев Семён Иванович,Нахимовский проспект,6,25,1978,,,,,
Климова Екатерина Михайловна,Улица Вавилова,7,8,1982,,,,,
Миронов Илья Мирославович,Улица Кравченко,12,287,1954,,,,,
Герасимов Артур Денисович,Улица Архитектора Власова,1,70,1999,,,,,
Морозов Роман Артурович,Проспект Вернадского,16,236,1993,,,,,
Ежова Ксения Георгиевна,Улица Крупской,30,91,1999,,,,,
Селиванова Елизавета Марковна,Нахимовский проспект,6,113,1960,,,,,
Белова София Львовна,Улица Крупской,16,211,1982,,,,,
Голиков Лев Никитич,Улица Марии Ульяновой,6,35,1998,,,,,
Климова Екатерина Михайловна,Улица Гарибальди,24,185,2002,,,,,
Матвеева Ева Андреевна,Улица Марии Ульяновой,18,140,1981,,,,,
Полякова Мария Артёмовна,Проспект Вернадского,6,85,1981,,,,,
Ларина Александра Ярославовна,Ленинский проспект,5,162,1950,,,,,
Новикова Кира Борисовна,Проспект Вернадского,3,61,1953,,,,,
Попов Леонид Макарович,Проспект Вернадского,28,80,1997,,,,,
Глухова Полина Андреевна,Улица Архитектора Власова,21,128,1968,,,,,
Фомин Артём Андреевич,Улица Кравченко,5,238,1981,,,,,
Абрамова Кристина Андреевна,Нахимовский проспект,16,49,1964,,,,,
Пономарева Ирина Александровна,Проспект Вернадского,18,208,1965,,,,,
Григорьев Пётр Александрович,Улица Архитектора Власова,7,126,2000,,,,,
Куликова Мария Никитична,Улица Крупской,10,291,1978,,,,,
Литвинова Полина Лукинична,Нахимовский проспект,22,118,1985,,,,,
Константинов Александр Юрьевич,Улица Крупской,2,161,1985,,,,,
Новикова София Елисеевна,Улица Академика Пилюгина,12,109,1976,,,,,
Егоров Глеб Семёнович,Улица Крупской,14,299,1961,,,,,
Новикова Кристина Васильевна,Ленинский проспект,2,276,1975,,,,,
Давыдов Кирилл Янович,Ленинский проспект,5,117,2001,,,,,
Панфилова Зоя Петровна,Улица Архитектора Власова,30,142,1977,,,,,
Соловьева София Константиновна,Улица Марии Ульяновой,8,8,1956,,,,,
Панфилова Зоя Петровна,Улица Крупской,10,1,1978,,,,,
Кожевников Иван Евгеньевич,Улица Кравченко,23,237,1969,,,,,
Константинов Александр Юрьевич,Улица Строителей,8,130,1978,,,,,
Усова Алиса Николаевна,Улица Вавилова,29,9,1976,,,,,
Иванов Максим Тимофеевич,Улица Гарибальди,22,228,1966,,,,,
Калинин Даниил Артёмович,Нахимовский проспект,28,36,1991,,,,,
Карпов Григорий Иванович,Нахимовский проспект,9,226,1975,,,,,
Сидоров Матвей Даниилович,Ленинский проспект,26,237,1954,,,,,
Ларина Александра Ярославовна,Проспект Вернадского,7,280,1958,,,,,
Герасимов Артур Денисович,Улица Марии Ульяновой,12,177,1964,,,,,
Ежова Ксения Георгиевна,Улица Вавилова,10,159,1964,,,,,
Павлов Кирилл Александрович,Ленинский проспект,10,70,2005,,,,,
Соколова Полина Романовна,Улица Марии Ульяновой,19,92,1997,,,,,
Овчинникова Дарья Ильинична,Ленинский проспект,14,209,1955,,,,,
Дорофеева Анна Фёдоровна,Ленинский проспект,7,294,1983,,,,,
Никонова София Константиновна,Улица Кравченко,15,3,1996,,,,,
Пономарева Мирослава Григорьевна,Улица Панфёрова,8,196,1986,,,,,
Островский Макар Глебович,Улица Архитектора Власова,20,146,1983,,,,,
Данилова Диана Тимуровна,Улица Архитектора Власова,4,264,1950,,,,,
Тарасова Арина Глебовна,Улица Марии Ульяновой,1,27,1966,,,,,
Власова Алина Андреевна,Ленинский проспект,7,196,1960,,,,,
Плотников Елисей Ильич,Улица Марии Ульяновой,22,54,1996,,,,,
Астахова София Ильинична,Улица Академика Пилюгина,10,220,1963,,,,,
Тарасова Арина Глебовна,Улица Панфёрова,17,39,1953,,,,,
Карпов Александр Тимурович,Улица Вавилова,22,25,1963,,,,,
Васильев Кирилл Ильич,Улица Академика Пилюгина,18,175,1950,,,,,
Васильев Михаил Константинович,Улица Гарибальди,4,234,1967,,,,,
Туманов Сергей Михайлович,Нахимовский проспект,4,102,1950,,,,,
Соколова Василиса Александровна,Нахимовский проспект,6,211,1985,,,,,
Латышев Роман Михайлович,Улица Крупской,7,6,1971,,,,,
Миронов Иван Никитич,Улица Строителей,14,41,1983,,,,,
Баранова Майя Михайловна,Улица Панфёрова,19,154,1977,,,,,
Максимова Полина Кирилловна,Ленинский проспект,14,219,1988,,,,,
Александрова Василиса Ивановна,Нахимовский проспект,27,160,1986,,,,,
Пономарева Ирина Александровна,Улица Марии Ульяновой,19,118,1989,,,,,
Новикова София Елисеевна,Проспект Вернадского,14,24,1992,,,,,
Коровина Екатерина Юрьевна,Улица Академика Пилюгина,27,130,1974,,,,,
Филиппова Надежда Ярославовна,Улица Кравченко,11,114,1969,,,,,
Никонова София Константиновна,Улица Вавилова,27,153,2002,,,,,
Гришина Кира Артемьевна,Улица Строителей,8,273,2004,,,,,
Шишкин Константин Павлович,Улица Вавилова,3,135,1973,,,,,
Романов Сергей Михайлович,Улица Гарибальди,16,291,1987,,,,,
Андреева Ева Андреевна,Улица Вавилова,13,176,1988,,,,,
Павлов Лев Александрович,Улица Панфёрова,11,273,1980,,,,,
Васильева София Николаевна,Улица Вавилова,17,177,1971,,,,,
Шилова Алиса Ивановна,Ленинский проспект,25,227,1958,,,,,
Козлов Иван Михайлович,Улица Марии Ульяновой,23,55,2005,,,,,
Соловьева София Константиновна,Проспект Вернадского,15,119,1997,,,,,
Константинов Александр Юрьевич,Улица Архитектора Власова,1,164,1962,,,,,
Дорофеева Анна Фёдоровна,Ленинский проспект,7,209,1987,,,,,
Кукушкин Павел Львович,Улица Марии Ульяновой,17,7,1975,,,,,
Левин Сергей Ильич,Ленинский проспект,5,163,1984,,,,,
Голиков Лев Никитич,Улица Крупской,14,196,2000,,,,,
Щеглова Мария Артёмовна,Улица Архитектора Власова,10,121,2000,,,,,
Филимонова Анна Владимировна,Улица Гарибальди,25,228,1963,,,,,
Васильева София Николаевна,Улица Панфёрова,16,92,1965,,,,,
Туманов Сергей Михайлович,Улица Панфёрова,30,22,1950,,,,,
Кожевников Иван Евгеньевич,Улица Марии Ульяновой,18,72,1979,,,,,
Скворцов Максим Мирославович,Улица Крупской,28,4,1962,,,,,
Балашова Анна Савельевна,Ленинский проспект,21,147,1992,,,,,
Платонова Алиса Степановна,Улица Марии Ульяновой,8,9,1978,,,,,
Родионова Дарья Александровна,Нахимовский проспект,18,58,2002,,,,,
Калинин Даниил Артёмович,Улица Вавилова,20,140,2003,,,,,
Павлов Кирилл Александрович,Ленинский проспект,29,267,1980,,,,,
Плотников Елисей Ильич,Улица Марии Ульяновой,9,158,1992,,,,,
Константинов Александр Юрьевич,Улица Гарибальди,22,158,1955,,,,,
Моисеева София Максимовна,Улица Марии Ульяновой,14,241,1958,,,,,
Громова Кира Антоновна,Нахимовский проспект,19,210,1952,,,,,
Филиппова София Максимовна,Улица Крупской,19,250,2002,,,,,
Осипов Александр Тимофеевич,Ленинский проспект,22,269,1953,,,,,
Щеглова Мария Артёмовна,Ленинский проспект,6,118,1975,,,,,
Никитина Мария Руслановна,Улица Вавилова,4,217,1965,,,,,
Петровская Полина Максимовна,Улица Крупской,2,96,1950,,,,,
Моисеева София Максимовна,Нахимовский проспект,17,242,1950,,,,,
Фомин Артём Андреевич,Ленинский проспект,3,93,1968,,,,,
Наумов Артём Константинович,Улица Академика Пилюгина,22,87,1954,,,,,
Шилова Алиса Ивановна,Улица Крупской,14,217,2003,,,,,
Голиков Кирилл Маркович,Улица Вавилова,17,17,2004,,,,,
Иванов Даниил Олегович,Улица Крупской,15,231,1986,,,,,
Самсонова Милана Матвеевна,Улица Гарибальди,17,32,1997,,,,,
Филиппова Алиса Артёмовна,Улица Марии Ульяновой,24,213,1960,,,,,
Васильева София Марковна,Улица Марии Ульяновой,21,25,1955,,,,,
Блохина Елизавета Ильинична,Улица Строителей,29,153,1962,,,,,
Петрова Алиса Степановна,Улица Марии Ульяновой,30,226,1969,,,,,
Балашова Анна Савельевна,Улица Гарибальди,20,200,2003,,,,,
Захарова Дарина Ярославовна,Проспект Вернадского,24,270,1961,,,,,
Серебрякова Дарья Георгиевна,Улица Архитектора Власова,8,173,1999,,,,,
Кудрявцева Анна Тимофеевна,Улица Гарибальди,29,290,1998,,,,,
Пахомов Владислав Макарович,Нахимовский проспект,21,30,1985,,,,,
Левин Сергей Ильич,Нахимовский проспект,22,205,1951,,,,,
Козлов Глеб Матвеевич,Улица Кравченко,2,288,1982,,,,,
Копылов Григорий Платонович,Улица Архитектора Власова,2,74,1973,,,,,
Гришина Кира Артемьевна,Улица Архитектора Власова,8,164,1989,,,,,
Никитина Мария Руслановна,Улица Вавилова,30,291,1972,,,,,
Новикова Елизавета Дмитриевна,Улица Крупской,6,46,1995,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,12,3,1960,,,,,
Данилова Диана Тимуровна,Улица Марии Ульяновой,27,257,1969,,,,,
Астахова Виктория Васильевна,Улица Академика Пилюгина,2,211,2002,,,,,
Платонова Алиса Степановна,Улица Академика Пилюгина,9,44,1986,,,,,
Жданов Кирилл Фёдорович,Проспект Вернадского,5,254,1990,,,,,
Орлов Игорь Александрович,Нахимовский проспект,26,8,1996,,,,,
Смирнова Полина Максимовна,Улица Архитектора Власова,4,134,1962,,,,,
Лебедева Василиса Андреевна,Улица Строителей,6,168,1984,,,,,
Дмитриев Ярослав Романович,Улица Архитектора Власова,7,44,1951,,,,,
Тихонова Василиса Фёдоровна,Улица Кравченко,25,10,1987,,,,,
Орлов Георгий Иванович,Улица Архитектора Власова,15,139,1979,,,,,
Васильев Михаил Константинович,Улица Панфёрова,4,206,1958,,,,,
Никитина Мария Руслановна,Улица Панфёрова,27,282,1980,,,,,
Егорова Надежда Дмитриевна,Улица Гарибальди,14,31,1958,,,,,
Сергеев Гордей Ярославович,Улица Панфёрова,12,94,1986,,,,,
Новикова Кира Борисовна,Улица Крупской,20,270,2005,,,,,
Петровская Анастасия Макаровна,Нахимовский проспект,4,116,1950,,,,,
Усова Алиса Николаевна,Улица Архитектора Власова,24,219,1976,,,,,
Петрова Алиса Степановна,Улица Строителей,17,83,1987,,,,,
Баранова Алиса Ивановна,Улица Гарибальди,27,169,1985,,,,,
Латышев Роман Михайлович,Проспект Вернадского,6,17,1969,,,,,
Данилова Диана Тимуровна,Ленинский проспект,14,59,1982,,,,,
Филиппова София Максимовна,Улица Вавилова,23,248,1997,,,,,
Терентьева Арина Марковна,Нахимовский проспект,11,250,1971,,,,,
Иванов Артём Иванович,Улица Строителей,11,242,1958,,,,,
Петровская Полина Максимовна,Улица Архитектора Власова,11,276,1973,,,,,
Александрова Василиса Ивановна,Улица Гарибальди,11,16,1979,,,,,
Соловьева София Константиновна,Улица Кравченко,6,263,2001,,,,,
Жданов Кирилл Фёдорович,Улица Архитектора Власова,10,254,1960,,,,,
Денисов Алексей Романович,Улица Панфёрова,24,237,1968,,,,,
Сергеев Михаил Станиславович,Улица Строителей,29,300,1990,,,,,
Шилова Алиса Ивановна,Улица Строителей,15,1,2002,,,,,
Горелов Владимир Дмитриевич,Улица Гарибальди,8,73,1976,,,,,
Грачев Платон Русланович,Улица Строителей,13,288,1983,,,,,
Исаев Илья Георгиевич,Улица Вавилова,16,182,1992,,,,,
Суворов Макар Александрович,Ленинский проспект,28,249,1986,,,,,
Орлов Георгий Иванович,Проспект Вернадского,6,8,1979,,,,,
Жданова Ульяна Никитична,Ленинский проспект,13,264,2002,,,,,
Тарасова Арина Глебовна,Улица Крупской,6,299,2000,,,,,
Егоров Глеб Семёнович,Улица Академика Пилюгина,12,28,1983,,,,,
Левин Сергей Ильич,Улица Академика Пилюгина,21,232,1965,,,,,
Дмитриев Ярослав Романович,Улица Марии Ульяновой,10,46,1978,,,,,
Попов Леонид Макарович,Улица Академика Пилюгина,22,215,1969,,,,,
Латышев Роман Михайлович,Ленинский проспект,29,287,1976,,,,,
Гришина Кира Артемьевна,Проспект Вернадского,24,136,1959,,,,,
Абрамова Кристина Андреевна,Улица Гарибальди,13,253,2003,,,,,
Кожевников Иван Евгеньевич,Улица Вавилова,25,200,1987,,,,,
Коровина Екатерина Юрьевна,Проспект Вернадского,9,222,1985,,,,,
Литвинова Полина Лукинична,Улица Гарибальди,10,67,1978,,,,,
Романова Вероника Николаевна,Улица Строителей,11,21,1953,,,,,
Максимова Полина Максимовна,Улица Марии Ульяновой,14,75,1952,,,,,
Сидоров Матвей Даниилович,Нахимовский проспект,7,224,1960,,,,,
Коровина Екатерина Юрьевна,Улица Панфёрова,30,207,1962,,,,,
Зубков Алексей Арсеньевич,Улица Крупской,21,126,1969,,,,,
Орлов Георгий Иванович,Улица Вавилова,28,197,1957,,,,,
Копылов Григорий Платонович,Улица Академика Пилюгина,2,159,1976,,,,,
Астахова Виктория Васильевна,Улица Кравченко,7,64,2001,,,,,
Пономарева Мирослава Григорьевна,Улица Строителей,28,143,1966,,,,,
Крючков Вячеслав Андреевич,Улица Панфёрова,11,272,1978,,,,,
Захарова Дарина Ярославовна,Нахимовский проспект,8,65,1999,,,,,
Васильева София Николаевна,Проспект Вернадского,13,213,1977,,,,,
Симонов Роман Андреевич,Улица Крупской,29,274,1968,,,,,
Филиппова Алиса Артёмовна,Проспект Вернадского,20,228,1992,,,,,
Сергеев Гордей Ярославович,Ленинский проспект,11,237,1979,,,,,
Иванов Дмитрий Ярославович,Улица Кравченко,13,142,1982,,,,,
Петровская Полина Максимовна,Улица Архитектора Власова,24,33,1993,,,,,
Егорова Надежда Дмитриевна,Улица Академика Пилюгина,7,130,1985,,,,,
Петровская Полина Максимовна,Улица Вавилова,2,24,2000,,,,,
Васильев Кирилл Ильич,Улица Строителей,24,174,1979,,,,,
Петровская Анастасия Макаровна,Улица Крупской,10,251,1987,,,,,
Добрынин Дмитрий Тихонович,Нахимовский проспект,3,150,1999,,,,,
Соколова Полина Романовна,Улица Академика Пилюгина,20,277,1978,,,,,
Иванов Даниил Олегович,Улица Крупской,5,135,1953,,,,,
Симонов Роман Андреевич,Нахимовский проспект,14,187,1954,,,,,
Самсонова Милана Матвеевна,Улица Вавилова,6,105,1988,,,,,
Новиков Андрей Георгиевич,Проспект Вернадского,25,166,1959,,,,,
Васильев Михаил Константинович,Улица Академика Пилюгина,19,97,1970,,,,,
Терентьева Арина Марковна,Улица Крупской,26,186,1957,,,,,
Озеров Григорий Иванович,Улица Марии Ульяновой,30,17,2003,,,,,
Баранова Виктория Максимовна,Улица Кравченко,28,133,1970,,,,,
Козлов Глеб Матвеевич,Улица Академика Пилюгина,19,143,1993,,,,,
Копылов Григорий Платонович,Улица Крупской,18,130,1987,,,,,
Воронина Полина Глебовна,Улица Панфёрова,2,146,1958,,,,,
Прохоров Андрей Арсеньевич,Ленинский проспект,3,291,1969,,,,,
Орлов Вадим Иванович,Улица Академика Пилюгина,5,72,1980,,,,,
Ермакова Майя Никитична,Улица Архитектора Власова,28,18,1966,,,,,
Снегирева Дарья Глебовна,Улица Строителей,27,29,1978,,,,,
Петрова Таисия Артёмовна,Ленинский проспект,15,18,1997,,,,,
Овчинникова Дарья Ильинична,Улица Крупской,11,288,1980,,,,,
Коротков Кирилл Мирославович,Проспект Вернадского,23,103,1950,,,,,
Тарасова Арина Глебовна,Нахимовский проспект,28,287,1972,,,,,
Моисеева София Максимовна,Улица Марии Ульяновой,7,207,1986,,,,,
Максимова Полина Максимовна,Нахимовский проспект,4,126,1954,,,,,
Сазонова Анастасия Александровна,Улица Панфёрова,6,192,2004,,,,,
Дьякова Анастасия Александровна,Улица Марии Ульяновой,28,19,1962,,,,,
