ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Алексеев Степан Семёнович,Улица Академика Пилюгина,27,104,1962,,,,,
Астахова Виктория Васильевна,Улица Строителей,18,211,1987,,,,,
Зубков Алексей Арсеньевич,Улица Панфёрова,16,93,1978,,,,,
Астахова Виктория Васильевна,Улица Крупской,3,124,1957,,,,,
Суворов Макар Александрович,Улица Архитектора Власова,19,107,1992,,,,,
Соловьева Елизавета Ивановна,Ленинский проспект,25,214,1978,,,,,
Кудрявцева Анна Тимофеевна,Улица Крупской,12,264,1957,,,,,
Прохоров Андрей Арсеньевич,Нахимовский проспект,19,237,1994,,,,,
Анохина Полина Кирилловна,Улица Панфёрова,14,278,2000,,,,,
Тихонова Мария Фёдоровна,Улица Вавилова,5,241,1998,,,,,
Платонова Алиса Степановна,Улица Гарибальди,17,288,1962,,,,,
Миронов Иван Никитич,Улица Архитектора Власова,8,8,1998,,,,,
Николаева Дарина Григорьевна,Улица Строителей,16,104,1975,,,,,
Тихонова Мария Фёдоровна,Улица Марии Ульяновой,3,95,1989,,,,,
Жданов Илья Михайлович,Ленинский проспект,27,167,1983,,,,,
Дмитриев Ярослав Романович,Нахимовский проспект,27,124,1952,,,,,
Петрова Таисия Артёмовна,Улица Кравченко,13,39,1967,,,,,
Петров Георгий Николаевич,Улица Вавилова,14,20,1972,,,,,
Терентьева Арина Марковна,Улица Марии Ульяновой,15,172,1966,,,,,
Васильева Вероника Мироновна,Улица Панфёрова,20,66,1988,,,,,
Ананьев Алексей Семёнович,Улица Академика Пилюгина,26,18,1999,,,,,
Горелов Владимир Дмитриевич,Нахимовский проспект,11,188,1967,,,,,
Пономарева Ирина Александровна,Улица Кравченко,14,178,1962,,,,,
Константинов Александр Юрьевич,Улица Кравченко,17,104,1950,,,,,
Карташов Марк Владимирович,Улица Вавилова,13,274,1969,,,,,
Астахова София Ильинична,Улица Строителей,25,153,1995,,,,,
Исаев Илья Георгиевич,Проспект Вернадского,7,97,1964,,,,,
Зубков Алексей Арсеньевич,Улица Крупской,13,223,1967,,,,,
Усова Алиса Николаевна,Улица Строителей,26,273,1950,,,,,
Пономарева Мирослава Григорьевна,Улица Кравченко,3,29,1985,,,,,
Чернышев Платон Артёмович,Ленинский проспект,17,199,1951,,,,,
Коротков Кирилл Мирославович,Улица Строителей,30,253,1974,,,,,
Петрова Алиса Степановна,Ленинский проспект,26,129,1957,,,,,
Егорова Надежда Дмитриевна,Улица Панфёрова,30,300,1959,,,,,
Ананьев Алексей Семёнович,Улица Гарибальди,10,152,1995,,,,,
Коровина Екатерина Юрьевна,Улица Кравченко,29,201,1970,,,,,
Снегирева Дарья Глебовна,Улица Гарибальди,25,71,1986,,,,,
Леонтьев Семён Иванович,Ленинский проспект,6,239,1957,,,,,
Петрова Таисия Артёмовна,Улица Академика Пилюгина,14,12,1980,,,,,
Андреева Ева Андреевна,Улица Академика Пилюгина,5,264,1976,,,,,
Белова Анастасия Ивановна,Улица Строителей,19,181,1989,,,,,
Левин Сергей Ильич,Улица Крупской,17,79,1999,,,,,
Голиков Лев Никитич,Проспект Вернадского,28,60,2000,,,,,
Смирнова Полина Максимовна,Ленинский проспект,7,247,1975,,,,,
Кудрявцева Анна Тимофеевна,Нахимовский проспект,25,125,2005,,,,,
Козлов Роман Сергеевич,Улица Архитектора Власова,5,265,1971,,,,,
Баранова Виктория Максимовна,Улица Архитектора Власова,3,166,1987,,,,,
Соколов Лев Владиславович,Улица Строителей,13,165,1950,,,,,
Васильева Вероника Мироновна,Проспект Вернадского,12,62,2005,,,,,
Петровская Анастасия Макаровна,Улица Марии Ульяновой,26,243,1983,,,,,
Васильева Вероника Мироновна,Улица Строителей,21,127,1953,,,,,
Ермакова Майя Никитична,Улица Архитектора Власова,15,238,1955,,,,,
Козлова Виктория Дмитриевна,Улица Панфёрова,19,165,1969,,,,,
Иванов Артём Иванович,Улица Марии Ульяновой,30,139,1993,,,,,
Воронин Сергей Дмитриевич,Улица Марии Ульяновой,5,173,1982,,,,,
Захаров Илья Никитич,Проспект Вернадского,8,70,1954,,,,,
Коровина Екатерина Юрьевна,Улица Кравченко,7,300,1970,,,,,
Громова Кира Антоновна,Улица Панфёрова,16,192,1995,,,,,
Иванова Татьяна Юрьевна,Улица Вавилова,18,60,1980,,,,,
Попов Илья Матвеевич,Улица Строителей,15,197,2002,,,,,
Павлов Кирилл Александрович,Проспект Вернадского,5,296,1987,,,,,
Петрова Таисия Артёмовна,Улица Академика Пилюгина,11,115,1954,,,,,
Глухова Полина Андреевна,Улица Архитектора Власова,14,20,1952,,,,,
Осипов Вадим Борисович,Улица Гарибальди,12,73,1998,,,,,
Карташов Марк Владимирович,Улица Панфёрова,1,215,1967,,,,,
Смирнова Полина Максимовна,Улица Вавилова,1,235,1979,,,,,
Голиков Кирилл Маркович,Улица Вавилова,12,43,1955,,,,,
Горелов Владимир Дмитриевич,Улица Вавилова,3,252,1965,,,,,
Платонова Алиса Степановна,Улица Вавилова,1,20,1960,,,,,
Глухова Полина Андреевна,Улица Гарибальди,6,186,1996,,,,,
Герасимов Андрей Матвеевич,Нахимовский проспект,16,260,1964,,,,,
Николаева Дарина Григорьевна,Нахимовский проспект,18,11,1964,,,,,
Андреева Ева Андреевна,Улица Марии Ульяновой,20,297,1997,,,,,
Захаров Роман Денисович,Улица Панфёрова,28,4,1951,,,,,
Шилова Алиса Ивановна,Улица Кравченко,29,109,1961,,,,,
Голиков Кирилл Маркович,Улица Панфёрова,1,221,1995,,,,,
Федотова Полина Максимовна,Улица Панфёрова,16,223,1983,,,,,
Рыбаков Фёдор Дмитриевич,Улица Панфёрова,9,63,1953,,,,,
Терентьева Арина Марковна,Проспект Вернадского,14,240,1973,,,,,
Ларина Александра Ярославовна,Улица Крупской,19,70,1973,,,,,
Сергеев Михаил Станиславович,Нахимовский проспект,27,129,1950,,,,,
Карпов Александр Тимурович,Улица Кравченко,16,94,1972,,,,,
Орлов Вадим Иванович,Нахимовский проспект,16,268,1987,,,,,
Филиппова София Максимовна,Ленинский проспект,7,298,1966,,,,,
Кожевников Иван Евгеньевич,Улица Академика Пилюгина,14,25,1962,,,,,
Павлов Кирилл Александрович,Проспект Вернадского,14,287,2002,,,,,
Филиппова Алиса Артёмовна,Улица Вавилова,8,75,1973,,,,,
Ежова Ксения Георгиевна,Нахимовский проспект,27,282,1984,,,,,
Соколов Михаил Романович,Улица Марии Ульяновой,1,158,1969,,,,,
Селиванова Елизавета Марковна,Улица Гарибальди,10,282,1987,,,,,
Михайлов Елисей Михайлович,Улица Строителей,16,285,1979,,,,,
Орлов Вадим Иванович,Улица Кравченко,19,175,1963,,,,,
Кожевников Иван Евгеньевич,Улица Гарибальди,21,213,1962,,,,,
Алексеев Степан Семёнович,Ленинский проспект,8,112,1975,,,,,
Новикова Кира Борисовна,Улица Вавилова,7,70,1968,,,,,
Иванова Татьяна Юрьевна,Проспект Вернадского,21,57,1960,,,,,
Иванов Артём Иванович,Улица Вавилова,28,19,1956,,,,,
Громова Кира Антоновна,Улица Вавилова,2,47,1981,,,,,
Смирнова Полина Максимовна,Нахимовский проспект,27,189,1982,,,,,
Пахомов Владислав Макарович,Проспект Вернадского,4,33,1958,,,,,
Попов Даниил Михайлович,Ленинский проспект,1,219,1953,,,,,
Туманов Сергей Михайлович,Улица Вавилова,26,161,1959,,,,,
Серебрякова Дарья Георгиевна,Проспект Вернадского,4,66,2000,,,,,
Щеглова Мария Артёмовна,Улица Архитектора Власова,3,147,1980,,,,,
Суслов Демид Дмитриевич,Улица Архитектора Власова,21,52,2001,,,,,
Захаров Николай Александрович,Улица Панфёрова,29,290,2002,,,,,
Андреева Ева Андреевна,Улица Кравченко,30,287,1963,,,,,
Плотников Елисей Ильич,Улица Академика Пилюгина,6,272,1992,,,,,
Плотников Елисей Ильич,Улица Панфёрова,2,221,1968,,,,,
Карпова Арина Григорьевна,Улица Строителей,24,253,1973,,,,,
Иванова Татьяна Юрьевна,Улица Кравченко,1,47,1994,,,,,
Копылов Григорий Платонович,Улица Вавилова,10,225,1984,,,,,
Белов Максим Демидович,Улица Панфёрова,22,85,1997,,,,,
Астахова София Ильинична,Проспект Вернадского,23,126,1953,,,,,
Орлов Вадим Иванович,Улица Крупской,29,100,1978,,,,,
Гордеева Диана Михайловна,Улица Гарибальди,24,280,1952,,,,,
Самсонова Милана Матвеевна,Улица Панфёрова,30,253,2000,,,,,
Латышев Роман Михайлович,Улица Строителей,19,254,1994,,,,,
Соловьева София Константиновна,Улица Вавилова,18,140,1984,,,,,
Кожевников Иван Евгеньевич,Улица Строителей,7,34,2005,,,,,
Матвеева Ева Андреевна,Проспект Вернадского,22,166,1965,,,,,
Тихонова Мария Фёдоровна,Ленинский проспект,23,109,1992,,,,,
Коровина Екатерина Юрьевна,Улица Архитектора Власова,23,243,1953,,,,,
Платонова Алиса Степановна,Улица Архитектора Власова,24,151,1979,,,,,
Щеглова Мария Артёмовна,Улица Вавилова,24,283,1955,,,,,
Озеров Григорий Иванович,Нахимовский проспект,12,196,1988,,,,,
Сергеев Гордей Ярославович,Ленинский проспект,12,290,1997,,,,,
Попов Леонид Макарович,Улица Архитектора Власова,3,144,1987,,,,,
Щеглова Мария Артёмовна,Ленинский проспект,16,163,2004,,,,,
Григорьев Пётр Александрович,Улица Гарибальди,21,199,1962,,,,,
Захаров Илья Никитич,Улица Академика Пилюгина,10,227,1998,,,,,
Белов Максим Демидович,Улица Гарибальди,16,93,1995,,,,,
Кукушкин Павел Львович,Улица Гарибальди,15,176,1957,,,,,
Карташов Марк Владимирович,Улица Строителей,9,175,1963,,,,,
Симонов Роман Андреевич,Проспект Вернадского,10,2,1961,,,,,
Николаева Дарина Григорьевна,Улица Марии Ульяновой,22,209,1966,,,,,
Соколов Лев Владиславович,Улица Строителей,13,64,1958,,,,,
Соколова Василиса Александровна,Улица Панфёрова,30,82,1950,,,,,
Щеглова Мария Артёмовна,Улица Кравченко,19,239,2002,,,,,
Алексеев Матвей Яковлевич,Улица Академика Пилюгина,22,116,1951,,,,,
Астахова Виктория Васильевна,Улица Гарибальди,15,52,1955,,,,,
Чернышев Платон Артёмович,Нахимовский проспект,25,13,1998,,,,,
Панфилова Зоя Петровна,Ленинский проспект,20,75,2005,,,,,
Скворцов Максим Мирославович,Улица Архитектора Власова,28,217,1964,,,,,
Коротков Кирилл Мирославович,Улица Панфёрова,6,166,1985,,,,,
Островский Макар Глебович,Проспект Вернадского,18,216,1988,,,,,
Симонов Роман Андреевич,Улица Гарибальди,23,42,2002,,,,,
Карпов Александр Тимурович,Улица Архитектора Власова,12,257,1973,,,,,
Сергеев Михаил Станиславович,Улица Строителей,16,113,1968,,,,,
Абрамова Кристина Андреевна,Улица Кравченко,29,240,1968,,,,,
Матвеева Ева Андреевна,Улица Гарибальди,8,267,1990,,,,,
Ларина Александра Ярославовна,Улица Гарибальди,21,89,1952,,,,,
Иванова Татьяна Юрьевна,Улица Кравченко,9,103,1967,,,,,
Козлова Виктория Дмитриевна,Улица Архитектора Власова,13,243,1950,,,,,
Смирнова Полина Максимовна,Улица Вавилова,25,200,1998,,,,,
Захаров Роман Денисович,Улица Кравченко,23,202,1983,,,,,
Баранова Алиса Ивановна,Улица Вавилова,17,295,1994,,,,,
Николаева Дарина Григорьевна,Улица Марии Ульяновой,12,54,1951,,,,,
Шилова Алиса Ивановна,Улица Гарибальди,27,74,1993,,,,,
Максимова Полина Кирилловна,Улица Крупской,6,241,1976,,,,,
Петрова Таисия Артёмовна,Улица Строителей,27,275,1971,,,,,
Никитина Мария Руслановна,Улица Архитектора Власова,9,206,1970,,,,,
Козлов Иван Михайлович,Улица Крупской,16,109,1951,,,,,
Пахомов Владислав Макарович,Проспект Вернадского,14,202,1974,,,,,
Орлов Игорь Александрович,Улица Архитектора Власова,11,168,2001,,,,,
Тихонова Мария Фёдоровна,Улица Вавилова,9,241,1999,,,,,
Павлов Лев Александрович,Улица Строителей,6,2,2002,,,,,
Осипов Александр Тимофеевич,Нахимовский проспект,7,141,1955,,,,,
Романов Сергей Михайлович,Улица Кравченко,20,277,1961,,,,,
Новикова Кира Борисовна,Улица Кравченко,23,163,1971,,,,,
Иванов Артём Иванович,Улица Панфёрова,11,295,2003,,,,,
Островский Макар Глебович,Проспект Вернадского,6,205,1984,,,,,
Панфилова Зоя Петровна,Улица Крупской,27,192,1950,,,,,
Коровина Екатерина Юрьевна,Нахимовский проспект,4,271,1953,,,,,
Прокофьев Дмитрий Родионович,Улица Академика Пилюгина,3,181,1967,,,,,
Жданова Ульяна Никитична,Улица Вавилова,10,22,1990,,,,,
Пономарева Мирослава Григорьевна,Улица Кравченко,9,121,1994,,,,,
Романов Сергей Михайлович,Проспект Вернадского,6,169,1983,,,,,
Егорова Надежда Дмитриевна,Улица Академика Пилюгина,12,20,1952,,,,,
Баранова Алиса Ивановна,Улица Крупской,22,145,1965,,,,,
Попов Леонид Макарович,Улица Архитектора Власова,5,105,1953,,,,,
Константинов Александр Юрьевич,Улица Кравченко,1,113,1972,,,,,
Васильев Кирилл Ильич,Улица Марии Ульяновой,29,133,1983,,,,,
Баранова Алиса Ивановна,Улица Строителей,15,208,1988,,,,,
Захарова Дарина Ярославовна,Улица Академика Пилюгина,18,227,1959,,,,,
Дорофеев Никита Александрович,Улица Гарибальди,4,287,1978,,,,,
Петровская Анастасия Макаровна,Проспект Вернадского,10,192,1955,,,,,
Копылов Григорий Платонович,Улица Кравченко,1,243,1975,,,,,
Захаров Роман Денисович,Улица Архитектора Власова,7,190,1997,,,,,
Грачев Платон Русланович,Улица Архитектора Власова,15,11,1966,,,,,
Петровская Анастасия Макаровна,Проспект Вернадского,28,297,1951,,,,,
Глухова Полина Андреевна,Улица Крупской,12,104,1982,,,,,
Миронов Илья Мирославович,Улица Крупской,12,105,1959,,,,,
Симонов Роман Андреевич,Улица Крупской,22,35,1982,,,,,
Тихонова Василиса Фёдоровна,Улица Панфёрова,30,73,2002,,,,,
Кожевников Иван Евгеньевич,Улица Панфёрова,29,244,1991,,,,,
Селиванова Елизавета Марковна,Улица Академика Пилюгина,27,163,1966,,,,,
Данилова Диана Тимуровна,Улица Панфёрова,7,241,1966,,,,,
Максимова Полина Максимовна,Улица Вавилова,14,285,1965,,,,,
Захаров Илья Никитич,Улица Кравченко,22,123,1975,,,,,
Тихонова Василиса Фёдоровна,Улица Академика Пилюгина,6,265,1966,,,,,
Никонова София Константиновна,Улица Крупской,20,91,1955,,,,,
Орлов Георгий Иванович,Нахимовский проспект,25,38,1999,,,,,
Абрамова Кристина Андреевна,Проспект Вернадского,10,174,1952,,,,,
Фомин Артём Андреевич,Улица Архитектора Власова,3,66,1990,,,,,
Козлов Роман Сергеевич,Ленинский проспект,11,222,1998,,,,,
Ермакова Майя Никитична,Улица Крупской,19,8,1961,,,,,
Тихомиров Герман Даниилович,Улица Панфёрова,29,61,1986,,,,,
Соколов Лев Владиславович,Улица Архитектора Власова,11,221,2002,,,,,
Блохина Елизавета Ильинична,Проспект Вернадского,28,110,1992,,,,,
Кудрявцева Анна Тимофеевна,Улица Вавилова,24,226,1986,,,,,
Давыдов Кирилл Янович,Ленинский проспект,1,188,1951,,,,,
Тихонова Василиса Фёдоровна,Улица Вавилова,17,157,1976,,,,,
Сергеев Михаил Станиславович,Улица Марии Ульяновой,25,57,2005,,,,,
Левин Сергей Ильич,Улица Гарибальди,1,297,1965,,,,,
Романова Вероника Николаевна,Проспект Вернадского,7,58,1996,,,,,
Филимонова Анна Владимировна,Нахимовский проспект,7,275,2000,,,,,
Карпова Арина Григорьевна,Улица Крупской,21,114,1972,,,,,
Филиппова Надежда Ярославовна,Проспект Вернадского,22,286,1956,,,,,
Иванов Артём Иванович,Улица Кравченко,2,154,1969,,,,,
Иванов Даниил Олегович,Проспект Вернадского,7,145,1994,,,,,
Левин Сергей Ильич,Улица Строителей,12,128,1973,,,,,
Пахомов Владислав Макарович,Улица Вавилова,9,18,2000,,,,,
Петров Георгий Николаевич,Улица Строителей,24,185,2005,,,,,
Никитина Мария Руслановна,Улица Марии Ульяновой,20,112,1952,,,,,
Зубков Алексей Арсеньевич,Улица Архитектора Власова,14,83,1974,,,,,
Козлов Иван Михайлович,Улица Академика Пилюгина,12,100,1999,,,,,
Левин Максим Богданович,Улица Гарибальди,12,290,1965,,,,,
Павлов Евгений Кириллович,Нахимовский проспект,22,299,1968,,,,,
Тихомиров Герман Даниилович,Проспект Вернадского,7,174,1996,,,,,
Шишкин Константин Павлович,Нахимовский проспект,17,252,1957,,,,,
Захаров Роман Денисович,Улица Кравченко,29,154,1962,,,,,
Филимонова Анна Владимировна,Улица Академика Пилюгина,20,221,1980,,,,,
Овчинникова Ольга Ильинична,Проспект Вернадского,23,226,1985,,,,,
Добрынин Дмитрий Тихонович,Улица Строителей,4,250,1983,,,,,
Иванов Максим Тимофеевич,Нахимовский проспект,22,49,1959,,,,,
Захаров Роман Денисович,Проспект Вернадского,18,125,1968,,,,,
Карташов Марк Владимирович,Улица Вавилова,17,215,1975,,,,,
Ежова Ксения Георгиевна,Улица Вавилова,24,78,1981,,,,,
Кудрявцева Анна Тимофеевна,Улица Панфёрова,8,146,1992,,,,,
Козлов Иван Михайлович,Улица Крупской,1,230,1952,,,,,
Гордеева Диана Михайловна,Улица Марии Ульяновой,7,38,1983,,,,,
Полякова Мария Артёмовна,Улица Крупской,17,159,1975,,,,,
Латышев Роман Михайлович,Улица Крупской,30,20,1979,,,,,
Усова Алиса Николаевна,Улица Вавилова,14,8,1972,,,,,
Никонова София Константиновна,Улица Вавилова,22,114,1984,,,,,
Куликов Ярослав Фёдорович,Улица Крупской,6,94,1954,,,,,
Рыбаков Фёдор Дмитриевич,Ленинский проспект,16,190,1978,,,,,
Скворцов Максим Мирославович,Улица Гарибальди,26,33,1994,,,,,
Орлов Георгий Иванович,Улица Академика Пилюгина,29,265,2001,,,,,
Полякова Мария Артёмовна,Улица Кравченко,14,10,1978,,,,,
Воронин Сергей Дмитриевич,Улица Вавилова,11,283,1956,,,,,
Пономарева Ирина Александровна,Улица Гарибальди,29,150,1988,,,,,
Сазонова Анастасия Александровна,Улица Марии Ульяновой,11,283,1957,,,,,
Тихонова Василиса Фёдоровна,Улица Гарибальди,20,163,1953,,,,,
Захаров Илья Никитич,Улица Гарибальди,5,155,1960,,,,,
Дьякова Анастасия Александровна,Улица Академика Пилюгина,7,30,1967,,,,,
Леонтьев Семён Иванович,Проспект Вернадского,15,15,1992,,,,,
Гордеева Диана Михайловна,Улица Архитектора Власова,12,36,1972,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,5,144,1954,,,,,
Баранова Василиса Александровна,Улица Кравченко,9,249,1981,,,,,
Михайлов Елисей Михайлович,Улица Кравченко,16,174,1952,,,,,
Чернышев Платон Артёмович,Улица Вавилова,21,158,1955,,,,,
Грачев Платон Русланович,Улица Марии Ульяновой,15,28,1974,,,,,
Васильев Михаил Константинович,Улица Кравченко,30,209,1975,,,,,
Терентьева Арина Марковна,Улица Панфёрова,16,212,1981,,,,,
Фирсова Василиса Марковна,Улица Гарибальди,14,133,2004,,,,,
Герасимов Артур Денисович,Улица Академика Пилюгина,27,44,2003,,,,,
Прохоров Андрей Арсеньевич,Улица Гарибальди,25,104,1962,,,,,
Алексеев Степан Семёнович,Улица Вавилова,24,217,1986,,,,,
Рыбаков Фёдор Дмитриевич,Улица Вавилова,16,255,1970,,,,,
Терентьева Арина Марковна,Улица Марии Ульяновой,11,287,2002,,,,,
Соколов Лев Владиславович,Улица Вавилова,6,262,1994,,,,,
Жданов Илья Михайлович,Улица Гарибальди,8,70,1953,,,,,
Филиппова Алиса Артёмовна,Улица Строителей,14,137,1984,,,,,
Соколова Василиса Александровна,Улица Академика Пилюгина,6,198,1973,,,,,
Белова София Львовна,Улица Гарибальди,25,250,2001,,,,,
Ананьев Алексей Семёнович,Улица Панфёрова,9,86,2002,,,,,
Ермакова Майя Никитична,Улица Марии Ульяновой,11,88,1953,,,,,
Осипов Александр Тимофеевич,Проспект Вернадского,2,101,1964,,,,,
Наумов Артём Константинович,Улица Архитектора Власова,7,282,1983,,,,,
Баранова Виктория Максимовна,Улица Гарибальди,22,32,1991,,,,,
Сергеев Гордей Ярославович,Улица Академика Пилюгина,28,261,1971,,,,,
Суслов Демид Дмитриевич,Улица Архитектора Власова,13,223,1991,,,,,
Елизарова Антонина Игоревна,Улица Марии Ульяновой,11,245,1985,,,,,
Осипов Александр Тимофеевич,Улица Панфёрова,13,19,1952,,,,,
Алексеев Степан Семёнович,Ленинский проспект,3,72,1989,,,,,
Петров Георгий Николаевич,Улица Строителей,4,210,1994,,,,,
Васильев Кирилл Ильич,Улица Марии Ульяновой,6,207,2003,,,,,
Леонтьев Семён Иванович,Улица Вавилова,7,98,1972,,,,,
Новикова София Елисеевна,Улица Марии Ульяновой,23,92,1971,,,,,
Дорофеева Анна Фёдоровна,Улица Панфёрова,19,167,1976,,,,,
Шилова Алиса Ивановна,Улица Вавилова,10,157,1970,,,,,
Соколова Полина Романовна,Улица Гарибальди,5,9,1952,,,,,
Серебрякова Дарья Георгиевна,Улица Крупской,15,162,1967,,,,,
Серебрякова Дарья Георгиевна,Улица Академика Пилюгина,10,275,1966,,,,,
Соколова Василиса Александровна,Улица Академика Пилюгина,27,106,2000,,,,,
Федотова Полина Максимовна,Улица Крупской,18,251,1981,,,,,
Гришина Кира Артемьевна,Улица Вавилова,29,300,1992,,,,,
Родионова Дарья Александровна,Улица Панфёрова,15,120,1992,,,,,
Хохлов Александр Михайлович,Улица Кравченко,13,54,1973,,,,,
Новиков Андрей Георгиевич,Улица Панфёрова,1,154,1983,,,,,
Соловьева София Константиновна,Улица Вавилова,6,91,1972,,,,,
Голиков Кирилл Маркович,Улица Кравченко,28,80,1982,,,,,
Романов Сергей Михайлович,Улица Панфёрова,13,205,1965,,,,,
Озеров Григорий Иванович,Ленинский проспект,5,146,1998,,,,,
Захаров Илья Никитич,Улица Кравченко,1,185,1969,,,,,
Павлов Евгений Кириллович,Улица Марии Ульяновой,16,208,1978,,,,,
Васильева София Николаевна,Улица Гарибальди,30,158,1971,,,,,
Глухова Полина Андреевна,Улица Строителей,20,121,1998,,,,,
Максимова Алиса Ярославовна,Нахимовский проспект,21,110,1979,,,,,
Карташов Марк Владимирович,Улица Крупской,20,257,1991,,,,,
Семенова Виктория Ивановна,Улица Панфёрова,13,217,1950,,,,,
Колесников Георгий Маркович,Ленинский проспект,11,110,1982,,,,,
Захаров Николай Александрович,Улица Марии Ульяновой,7,186,2001,,,,,
Новиков Андрей Георгиевич,Улица Крупской,12,68,1954,,,,,
Левина Анна Александровна,Улица Панфёрова,9,239,1987,,,,,
Ананьев Алексей Семёнович,Улица Панфёрова,5,269,1993,,,,,
Семенова Виктория Ивановна,Улица Академика Пилюгина,8,133,1950,,,,,
Денисов Алексей Романович,Улица Марии Ульяновой,28,39,1983,,,,,
Павлов Кирилл Александрович,Улица Вавилова,8,23,2000,,,,,
Филиппова София Максимовна,Проспект Вернадского,25,191,1954,,,,,
Левина Анна Александровна,Улица Крупской,18,224,1973,,,,,
Сазонова Анастасия Александровна,Улица Гарибальди,8,69,1962,,,,,
Степанов Дмитрий Александрович,Улица Марии Ульяновой,29,151,1985,,,,,
Григорьев Пётр Александрович,Проспект Вернадского,23,145,2005,,,,,
Родионова Дарья Александровна,Улица Панфёрова,17,45,1994,,,,,
Терентьева Арина Марковна,Проспект Вернадского,24,176,1972,,,,,
Копылов Григорий Платонович,Улица Крупской,18,203,1954,,,,,
Николаева Валерия Владимировна,Улица Строителей,22,42,1983,,,,,
Захаров Роман Денисович,Улица Вавилова,25,146,1991,,,,,
Антонов Артём Платонович,Улица Кравченко,21,234,1991,,,,,
Егорова Надежда Дмитриевна,Улица Крупской,3,242,2005,,,,,
Серебрякова Полина Ярославовна,Улица Академика Пилюгина,15,21,1983,,,,,
Соколова Василиса Александровна,Улица Кравченко,10,136,1971,,,,,
Блохина Елизавета Ильинична,Нахимовский проспект,9,272,1958,,,,,
Колесников Георгий Маркович,Улица Академика Пилюгина,16,125,1997,,,,,
Прокофьев Дмитрий Родионович,Улица Гарибальди,8,115,2005,,,,,
Максимова Анна Фёдоровна,Улица Академика Пилюгина,16,199,1951,,,,,
Новиков Андрей Георгиевич,Ленинский проспект,4,155,1983,,,,,
Воронина Полина Глебовна,Улица Панфёрова,9,83,1990,,,,,
Снегирева Дарья Глебовна,Ленинский проспект,30,167,1979,,,,,
Яковлев Леонид Константинович,Улица Вавилова,1,69,1952,,,,,
Павлов Кирилл Александрович,Улица Вавилова,27,7,1987,,,,,
Осипов Александр Тимофеевич,Улица Кравченко,5,47,1969,,,,,
Прохоров Андрей Арсеньевич,Улица Гарибальди,14,230,1952,,,,,
Орлова Алёна Романовна,Улица Крупской,25,140,1958,,,,,
Самсонова Милана Матвеевна,Улица Академика Пилюгина,9,238,2000,,,,,
Кожевников Иван Евгеньевич,Улица Вавилова,17,104,1996,,,,,
Павлов Евгений Кириллович,Улица Академика Пилюгина,9,65,1981,,,,,
Глухова Полина Андреевна,Нахимовский проспект,7,284,1997,,,,,
Платонова Алиса Степановна,Улица Панфёрова,28,278,1988,,,,,
Овчинникова Ольга Ильинична,Улица Марии Ульяновой,26,275,1975,,,,,
Анохина Полина Кирилловна,Улица Вавилова,15,26,1979,,,,,
Шишкин Константин Павлович,Улица Панфёрова,25,177,1973,,,,,
Петровская Анастасия Макаровна,Улица Академика Пилюгина,2,188,1998,,,,,
Захаров Роман Денисович,Улица Гарибальди,20,227,1991,,,,,
Дмитриев Ярослав Романович,Улица Кравченко,23,196,2002,,,,,
Никитина Мария Руслановна,Улица Кравченко,15,212,1998,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,18,66,1970,,,,,
Тихонова Василиса Фёдоровна,Улица Крупской,28,90,2000,,,,,
Латышев Роман Михайлович,Улица Марии Ульяновой,7,197,1974,,,,,
Ананьев Алексей Семёнович,Улица Вавилова,21,94,1961,,,,,
Овчинникова Ольга Ильинична,Нахимовский проспект,4,46,1973,,,,,
Богданов Владимир Маркович,Проспект Вернадского,15,236,1997,,,,,
Соловьева Елизавета Ивановна,Проспект Вернадского,3,74,1961,,,,,
Пономарева Ирина Александровна,Улица Архитектора Власова,9,35,1968,,,,,
Овчинникова Ольга Ильинична,Улица Марии Ульяновой,30,195,2004,,,,,
Максимова Полина Кирилловна,Улица Кравченко,13,142,1965,,,,,
Захаров Николай Александрович,Улица Строителей,25,199,1981,,,,,
Богданов Владимир Маркович,Улица Марии Ульяновой,6,184,1966,,,,,
Баранова Василиса Александровна,Улица Панфёрова,12,119,1970,,,,,
Соловьева Елизавета Ивановна,Улица Панфёрова,23,32,1950,,,,,
Астахова Виктория Васильевна,Улица Вавилова,11,109,2001,,,,,
Волков Кирилл Маркович,Ленинский проспект,8,234,1975,,,,,
Максимова Полина Максимовна,Ленинский проспект,23,59,2001,,,,,
Ермакова Майя Никитична,Улица Академика Пилюгина,13,61,1978,,,,,
Павлов Лев Александрович,Улица Академика Пилюгина,20,162,1987,,,,,
Петров Георгий Николаевич,Улица Строителей,12,217,2005,,,,,
Денисов Алексей Романович,Проспект Вернадского,10,182,1966,,,,,
Максимова Полина Кирилловна,Улица Строителей,21,143,1985,,,,,
Попов Даниил Михайлович,Улица Академика Пилюгина,29,206,2003,,,,,
Глухова Полина Андреевна,Улица Крупской,5,94,1988,,,,,
Васильева София Николаевна,Улица Архитектора Власова,27,136,2001,,,,,
Данилова Диана Тимуровна,Нахимовский проспект,21,244,1961,,,,,
Серебрякова Полина Ярославовна,Улица Крупской,16,149,2002,,,,,
Максимова Полина Кирилловна,Улица Гарибальди,7,218,1973,,,,,
