ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Фирсова Василиса Марковна,Нахимовский проспект,1,149,1993,,,,,
Белова София Львовна,Проспект Вернадского,29,93,1984,,,,,
Елизарова Антонина Игоревна,Улица Строителей,16,184,1999,,,,,
Иванов Даниил Олегович,Улица Панфёрова,5,173,1976,,,,,
Ежова Ксения Георгиевна,Улица Панфёрова,6,105,1960,,,,,
Орлов Игорь Александрович,Улица Крупской,12,289,1993,,,,,
Захаров Роман Денисович,Улица Архитектора Власова,3,295,2000,,,,,
Орлов Георгий Иванович,Улица Панфёрова,29,186,1980,,,,,
Дьякова Анастасия Александровна,Улица Кравченко,18,107,1952,,,,,
Серебрякова Полина Ярославовна,Улица Вавилова,5,82,1985,,,,,
Захарова Дарина Ярославовна,Улица Крупской,2,189,1952,,,,,
Захаров Илья Никитич,Ленинский проспект,14,281,1987,,,,,
Баранова Майя Михайловна,Улица Академика Пилюгина,29,232,1958,,,,,
Федотова Полина Максимовна,Улица Крупской,9,229,1973,,,,,
Кукушкин Павел Львович,Нахимовский проспект,19,115,1959,,,,,
Шестаков Андрей Львович,Улица Гарибальди,3,260,1966,,,,,
Анохина Полина Кирилловна,Улица Кравченко,10,230,1996,,,,,
Суслов Демид Дмитриевич,Улица Крупской,1,166,1967,,,,,
Горелов Владимир Дмитриевич,Проспект Вернадского,5,240,1954,,,,,
Громова Кира Антоновна,Улица Панфёрова,16,126,1992,,,,,
Максимова Полина Максимовна,Улица Архитектора Власова,28,258,1951,,,,,
Иванов Дмитрий Ярославович,Улица Гарибальди,12,193,1955,,,,,
Симонов Роман Андреевич,Улица Академика Пилюгина,15,250,1969,,,,,
Иванов Артём Иванович,Нахимовский проспект,12,140,2000,,,,,
Леонтьев Семён Иванович,Улица Кравченко,25,4,1977,,,,,
Соколова Василиса Александровна,Улица Крупской,11,77,1967,,,,,
Миронов Илья Мирославович,Нахимовский проспект,23,136,1991,,,,,
Жданова Ульяна Никитична,Улица Гарибальди,24,141,1969,,,,,
Карпов Григорий Иванович,Ленинский проспект,30,38,1985,,,,,
Левина Анна Александровна,Улица Вавилова,29,289,1951,,,,,
Николаева Валерия Владимировна,Улица Архитектора Власова,19,244,1950,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,7,88,1969,,,,,
Озеров Григорий Иванович,Улица Строителей,18,141,1955,,,,,
Богданов Владимир Маркович,Ленинский проспект,30,278,1979,,,,,
Громова Кира Антоновна,Улица Гарибальди,13,118,1973,,,,,
Баранова Василиса Александровна,Улица Кравченко,16,153,1997,,,,,
Орлова Алёна Романовна,Ленинский проспект,18,121,1982,,,,,
Пономарева Ирина Александровна,Улица Архитектора Власова,27,148,1962,,,,,
Пахомов Владислав Макарович,Улица Крупской,18,278,1958,,,,,
Матвеева Ева Андреевна,Улица Строителей,8,246,1972,,,,,
Суслов Демид Дмитриевич,Улица Гарибальди,28,78,1975,,,,,
Наумов Артём Константинович,Ленинский проспект,14,239,2003,,,,,
Соколова Василиса Александровна,Улица Панфёрова,2,100,1988,,,,,
Пахомов Владислав Макарович,Улица Панфёрова,13,100,1984,,,,,
Орлов Игорь Александрович,Улица Крупской,25,152,1988,,,,,
Прохоров Андрей Арсеньевич,Улица Гарибальди,18,50,1961,,,,,
Ананьев Алексей Семёнович,Улица Крупской,1,238,1959,,,,,
Серебрякова Полина Ярославовна,Улица Марии Ульяновой,19,173,1998,,,,,
Карпов Григорий Иванович,Улица Строителей,20,130,1958,,,,,
Васильева София Николаевна,Улица Панфёрова,11,194,1961,,,,,
Наумов Артём Константинович,Улица Панфёрова,12,34,1977,,,,,
Сазонова Анастасия Александровна,Улица Академика Пилюгина,10,93,1966,,,,,
Соколов Михаил Романович,Улица Гарибальди,4,137,1989,,,,,
Плотников Елисей Ильич,Улица Вавилова,26,285,1952,,,,,
Беляева Ева Данииловна,Улица Крупской,29,296,1979,,,,,
Александрова Василиса Ивановна,Улица Кравченко,5,157,1985,,,,,
Баранова Алиса Ивановна,Улица Вавилова,16,224,1975,,,,,
Герасимов Артур Денисович,Нахимовский проспект,9,281,1985,,,,,
Иванов Артём Иванович,Улица Вавилова,9,91,2002,,,,,
Скворцов Максим Мирославович,Улица Академика Пилюгина,19,36,1993,,,,,
Филиппова София Максимовна,Улица Марии Ульяновой,25,113,2001,,,,,
Смирнова Полина Максимовна,Улица Панфёрова,18,210,1971,,,,,
Дорофеева Анна Фёдоровна,Ленинский проспект,1,228,1961,,,,,
Коровина Екатерина Юрьевна,Улица Панфёрова,25,57,1967,,,,,
Константинов Александр Юрьевич,Улица Крупской,1,88,1952,,,,,
Елизарова Антонина Игоревна,Улица Кравченко,13,41,1969,,,,,
Левин Максим Богданович,Ленинский проспект,5,10,1971,,,,,
Мартынов Даниил Демьянович,Улица Марии Ульяновой,24,20,1997,,,,,
Орлов Георгий Иванович,Улица Крупской,19,152,1998,,,,,
Захарова Дарина Ярославовна,Нахимовский проспект,17,13,1974,,,,,
Смирнова Полина Максимовна,Улица Крупской,15,154,2002,,,,,
Смирнова Полина Максимовна,Улица Вавилова,6,207,1980,,,,,
Ежова Ксения Георгиевна,Улица Строителей,27,167,1981,,,,,
Воронин Сергей Дмитриевич,Улица Марии Ульяновой,6,149,2000,,,,,
Исаев Илья Георгиевич,Улица Академика Пилюгина,26,42,1966,,,,,
Семенова Виктория Ивановна,Улица Архитектора Власова,16,55,1972,,,,,
Баранова Майя Михайловна,Улица Академика Пилюгина,7,291,1969,,,,,
Блохина Елизавета Ильинична,Улица Строителей,10,188,1959,,,,,
Миронов Иван Никитич,Улица Гарибальди,24,62,1969,,,,,
Левин Сергей Ильич,Проспект Вернадского,7,13,1952,,,,,
Рыбаков Фёдор Дмитриевич,Улица Крупской,29,188,1963,,,,,
Иванов Даниил Олегович,Улица Строителей,5,190,2005,,,,,
Петров Георгий Николаевич,Улица Кравченко,13,1,2000,,,,,
Пономарева Мирослава Григорьевна,Улица Крупской,13,194,1984,,,,,
Денисов Алексей Романович,Улица Вавилова,13,65,1954,,,,,
Петров Георгий Николаевич,Улица Кравченко,22,72,1987,,,,,
Осипов Вадим Борисович,Ленинский проспект,26,75,1996,,,,,
Карпов Александр Тимурович,Улица Академика Пилюгина,29,120,1996,,,,,
Ананьев Алексей Семёнович,Проспект Вернадского,15,198,1986,,,,,
Белова Анастасия Ивановна,Улица Архитектора Власова,7,206,1990,,,,,
Родионова Дарья Александровна,Улица Вавилова,8,191,2001,,,,,
Герасимов Андрей Матвеевич,Улица Крупской,18,83,1996,,,,,
Елизарова Антонина Игоревна,Улица Панфёрова,2,92,2000,,,,,
Голиков Кирилл Маркович,Улица Марии Ульяновой,23,212,1959,,,,,
Григорьев Пётр Александрович,Ленинский проспект,9,159,1995,,,,,
Орлов Вадим Иванович,Улица Панфёрова,1,13,1984,,,,,
Карпова Арина Григорьевна,Ленинский проспект,20,252,1950,,,,,
Смирнова Полина Максимовна,Улица Архитектора Власова,26,281,1960,,,,,
Власова Алина Андреевна,Проспект Вернадского,3,269,1990,,,,,
Туманов Сергей Михайлович,Улица Академика Пилюгина,4,26,1994,,,,,
Федотова Полина Максимовна,Улица Марии Ульяновой,9,132,1984,,,,,
Герасимов Андрей Матвеевич,Улица Академика Пилюгина,16,167,1982,,,,,
Грачев Платон Русланович,Улица Академика Пилюгина,19,175,1978,,,,,
Дьякова Анастасия Александровна,Улица Вавилова,17,90,1953,,,,,
Полякова Мария Артёмовна,Улица Гарибальди,24,113,1969,,,,,
Орлова Алёна Романовна,Улица Панфёрова,11,34,1973,,,,,
Колесников Георгий Маркович,Ленинский проспект,24,278,1975,,,,,
Абрамова Кристина Андреевна,Улица Панфёрова,28,49,1979,,,,,
Захаров Илья Никитич,Улица Строителей,3,111,1977,,,,,
Воронина Полина Глебовна,Ленинский проспект,4,245,1996,,,,,
Иванов Артём Иванович,Улица Строителей,24,35,1979,,,,,
Егоров Глеб Семёнович,Улица Архитектора Власова,14,234,1959,,,,,
Захарова Дарина Ярославовна,Улица Вавилова,4,99,1955,,,,,
Суслов Демид Дмитриевич,Улица Вавилова,1,245,1954,,,,,
Никонова София Константиновна,Проспект Вернадского,18,45,1977,,,,,
Шишкин Константин Павлович,Улица Академика Пилюгина,14,115,2001,,,,,
Сергеев Гордей Ярославович,Улица Вавилова,21,198,1952,,,,,
Попов Даниил Михайлович,Улица Марии Ульяновой,5,142,1967,,,,,
Соколова Полина Романовна,Улица Академика Пилюгина,20,113,1995,,,,,
Беляева Ева Данииловна,Ленинский проспект,30,148,1976,,,,,
Петровская Анастасия Макаровна,Улица Гарибальди,14,96,1968,,,,,
Власова Алина Андреевна,Улица Кравченко,12,219,1957,,,,,
Родионова Дарья Александровна,Улица Крупской,8,125,2000,,,,,
Орлов Игорь Александрович,Улица Панфёрова,12,209,1954,,,,,
Тихонова Василиса Фёдоровна,Улица Строителей,3,266,2002,,,,,
Наумов Артём Константинович,Улица Гарибальди,9,134,1951,,,,,
Прохоров Андрей Арсеньевич,Улица Марии Ульяновой,12,18,1999,,,,,
Богданов Владимир Маркович,Улица Панфёрова,22,242,1977,,,,,
Фирсова Василиса Марковна,Улица Кравченко,8,109,2001,,,,,
Петров Георгий Николаевич,Улица Вавилова,5,182,1994,,,,,
Карпов Григорий Иванович,Улица Кравченко,16,50,1997,,,,,
Копылов Григорий Платонович,Улица Крупской,18,300,1992,,,,,
Герасимов Андрей Матвеевич,Ленинский проспект,3,77,1996,,,,,
Полякова Мария Артёмовна,Улица Архитектора Власова,5,36,1991,,,,,
Шестаков Андрей Львович,Улица Гарибальди,20,227,1958,,,,,
Астахова Виктория Васильевна,Улица Кравченко,24,94,1982,,,,,
Карпов Александр Тимурович,Улица Марии Ульяновой,12,117,1978,,,,,
Карпов Александр Тимурович,Улица Кравченко,21,51,1960,,,,,
Балашова Анна Савельевна,Улица Марии Ульяновой,3,215,1954,,,,,
Кукушкин Павел Львович,Улица Крупской,25,260,1970,,,,,
Кудрявцева Анна Тимофеевна,Улица Панфёрова,21,75,1981,,,,,
Николаева Валерия Владимировна,Улица Марии Ульяновой,14,222,1985,,,,,
Платонова Алиса Степановна,Улица Панфёрова,13,38,1952,,,,,
Власова Алина Андреевна,Ленинский проспект,1,4,1969,,,,,
Белова София Львовна,Улица Панфёрова,12,77,1993,,,,,
Новикова Кристина Васильевна,Улица Панфёрова,27,126,1982,,,,,
Астахова София Ильинична,Улица Архитектора Власова,1,293,1960,,,,,
Шестаков Андрей Львович,Нахимовский проспект,26,176,1987,,,,,
Куликова Мария Никитична,Улица Вавилова,7,62,1961,,,,,
Овчинникова Дарья Ильинична,Улица Панфёрова,12,81,1977,,,,,
Фирсова Василиса Марковна,Улица Гарибальди,19,100,1959,,,,,
Беляева Ева Данииловна,Улица Вавилова,28,130,1959,,,,,
Орлов Вадим Иванович,Улица Панфёрова,3,67,1982,,,,,
Соколова Полина Романовна,Ленинский проспект,20,298,1957,,,,,
Максимова Алиса Ярославовна,Улица Вавилова,13,66,1999,,,,,
Максимова Алиса Ярославовна,Улица Кравченко,25,101,1951,,,,,
Васильев Кирилл Ильич,Улица Марии Ульяновой,29,21,1975,,,,,
Андреева Ева Андреевна,Нахимовский проспект,7,156,1994,,,,,
Морозов Роман Артурович,Нахимовский проспект,18,111,1970,,,,,
Давыдов Кирилл Янович,Проспект Вернадского,23,175,1974,,,,,
Тихонова Мария Фёдоровна,Улица Вавилова,13,80,1997,,,,,
Филимонова Анна Владимировна,Улица Панфёрова,27,165,1986,,,,,
Захаров Николай Александрович,Ленинский проспект,4,230,1989,,,,,
Жданов Илья Михайлович,Проспект Вернадского,30,129,1987,,,,,
Абрамова Кристина Андреевна,Улица Архитектора Власова,14,181,1996,,,,,
Жданов Илья Михайлович,Улица Вавилова,22,173,1983,,,,,
Скворцов Максим Мирославович,Улица Архитектора Власова,20,109,2003,,,,,
Захарова Дарина Ярославовна,Улица Крупской,23,248,1976,,,,,
Максимова Полина Максимовна,Улица Архитектора Власова,5,202,1972,,,,,
Максимова Алиса Ярославовна,Улица Строителей,10,107,1983,,,,,
Баранова Василиса Александровна,Улица Кравченко,25,200,2005,,,,,
Калинин Даниил Артёмович,Улица Кравченко,21,280,1970,,,,,
Иванов Максим Тимофеевич,Улица Строителей,24,254,1980,,,,,
Орлов Вадим Иванович,Ленинский проспект,9,271,1973,,,,,
Дмитриев Ярослав Романович,Нахимовский проспект,30,287,1959,,,,,
Воронина Полина Глебовна,Нахимовский проспект,11,29,1982,,,,,
Дмитриев Ярослав Романович,Улица Академика Пилюгина,2,230,1953,,,,,
Зубков Алексей Арсеньевич,Улица Кравченко,3,158,1971,,,,,
Овчинникова Ольга Ильинична,Улица Академика Пилюгина,7,209,1996,,,,,
Тихонова Василиса Фёдоровна,Улица Строителей,30,40,1997,,,,,
Алешина Кристина Евгеньевна,Ленинский проспект,6,184,1986,,,,,
Куликова Мария Никитична,Ленинский проспект,16,192,1989,,,,,
Пономарева Ирина Александровна,Проспект Вернадского,17,108,1988,,,,,
Прохоров Андрей Арсеньевич,Улица Вавилова,18,20,1975,,,,,
Баранова Василиса Александровна,Улица Марии Ульяновой,30,235,1987,,,,,
Овчинникова Ольга Ильинична,Ленинский проспект,8,176,1997,,,,,
Белов Максим Демидович,Нахимовский проспект,18,102,1974,,,,,
Карташов Марк Владимирович,Проспект Вернадского,1,187,1974,,,,,
Орлов Георгий Иванович,Улица Крупской,8,86,1970,,,,,
Туманов Сергей Михайлович,Улица Крупской,15,279,1956,,,,,
Соколова Полина Романовна,Нахимовский проспект,28,207,1990,,,,,
Михайлов Елисей Михайлович,Улица Крупской,18,48,1985,,,,,
Иванов Дмитрий Ярославович,Улица Крупской,18,45,1994,,,,,
Платонова Алиса Степановна,Улица Крупской,18,100,1960,,,,,
Горелов Владимир Дмитриевич,Улица Вавилова,10,159,1956,,,,,
Иванов Даниил Олегович,Улица Крупской,14,1,1989,,,,,
Николаева Дарина Григорьевна,Проспект Вернадского,9,79,1970,,,,,
Дьякова Анастасия Александровна,Улица Архитектора Власова,13,103,1956,,,,,
Петровская Анастасия Макаровна,Улица Вавилова,27,192,2003,,,,,
Козлов Роман Сергеевич,Улица Гарибальди,8,147,1968,,,,,
Исаев Илья Георгиевич,Улица Гарибальди,18,231,1979,,,,,
Белова Анастасия Ивановна,Улица Академика Пилюгина,26,47,1957,,,,,
Петров Георгий Николаевич,Улица Строителей,2,87,1991,,,,,
Матвеева Ева Андреевна,Нахимовский проспект,15,135,1979,,,,,
Осипов Александр Тимофеевич,Улица Панфёрова,16,218,1979,,,,,
Никонова София Константиновна,Улица Кравченко,5,214,1973,,,,,
Алексеев Матвей Яковлевич,Улица Панфёрова,25,209,1987,,,,,
Тихомиров Герман Даниилович,Ленинский проспект,14,59,1973,,,,,
Васильева София Николаевна,Улица Строителей,10,3,1973,,,,,
Фомин Артём Андреевич,Ленинский проспект,6,82,1985,,,,,
Романова Вероника Николаевна,Улица Вавилова,18,182,1982,,,,,
Климова Екатерина Михайловна,Улица Гарибальди,23,201,1981,,,,,
Самсонова Милана Матвеевна,Ленинский проспект,14,194,1967,,,,,
Захаров Николай Александрович,Улица Вавилова,17,286,1962,,,,,
Михайлов Елисей Михайлович,Улица Академика Пилюгина,24,93,1977,,,,,
Николаева Валерия Владимировна,Улица Марии Ульяновой,29,208,1970,,,,,
Серебрякова Дарья Георгиевна,Нахимовский проспект,14,154,1975,,,,,
Максимова Полина Кирилловна,Улица Крупской,28,174,1992,,,,,
Блохина Елизавета Ильинична,Улица Академика Пилюгина,14,41,1989,,,,,
Пахомов Владислав Макарович,Улица Архитектора Власова,30,288,2003,,,,,
Романов Сергей Михайлович,Улица Вавилова,18,59,2001,,,,,
Карпов Александр Тимурович,Проспект Вернадского,6,194,1980,,,,,
Васильев Михаил Константинович,Улица Кравченко,19,253,1981,,,,,
Орлов Георгий Иванович,Улица Кравченко,10,241,1984,,,,,
Шестаков Андрей Львович,Улица Гарибальди,29,18,1989,,,,,
Громова Кира Антоновна,Улица Гарибальди,17,5,1971,,,,,
Орлов Георгий Иванович,Улица Крупской,10,180,1967,,,,,
Овчинникова Дарья Ильинична,Улица Крупской,23,129,1952,,,,,
Александрова Василиса Ивановна,Улица Вавилова,27,290,1999,,,,,
Прохоров Андрей Арсеньевич,Проспект Вернадского,15,160,1991,,,,,
Фирсова Василиса Марковна,Улица Вавилова,3,57,1975,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,12,262,1985,,,,,
Романова Вероника Николаевна,Улица Академика Пилюгина,26,11,1953,,,,,
Филимонова Анна Владимировна,Улица Академика Пилюгина,16,214,2003,,,,,
Левина Анна Александровна,Улица Строителей,11,281,1998,,,,,
Богданов Владимир Маркович,Ленинский проспект,10,175,1956,,,,,
Суслов Демид Дмитриевич,Проспект Вернадского,30,189,1986,,,,,
Карпов Григорий Иванович,Улица Строителей,9,40,1967,,,,,
Максимова Алиса Ярославовна,Улица Архитектора Власова,10,94,1995,,,,,
Иванов Даниил Олегович,Улица Панфёрова,2,63,1982,,,,,
Сергеев Гордей Ярославович,Ленинский проспект,22,94,1957,,,,,
Новикова Кира Борисовна,Проспект Вернадского,15,84,1968,,,,,
Кудрявцева Анна Тимофеевна,Ленинский проспект,18,185,1989,,,,,
Воронин Сергей Дмитриевич,Улица Марии Ульяновой,3,243,1990,,,,,
Громова Кира Антоновна,Улица Вавилова,16,3,1968,,,,,
Снегирева Дарья Глебовна,Улица Академика Пилюгина,25,42,1973,,,,,
Орлов Вадим Иванович,Улица Кравченко,14,60,1974,,,,,
Андреева Ева Андреевна,Улица Марии Ульяновой,9,163,1966,,,,,
Голиков Кирилл Маркович,Нахимовский проспект,30,154,1959,,,,,
Платонова Алиса Степановна,Улица Марии Ульяновой,7,294,1973,,,,,
Степанов Дмитрий Александрович,Улица Гарибальди,5,190,1987,,,,,
Попов Леонид Макарович,Нахимовский проспект,5,151,2004,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,30,201,1988,,,,,
Астахова София Ильинична,Ленинский проспект,28,108,1990,,,,,
Прохоров Андрей Арсеньевич,Улица Академика Пилюгина,2,268,1995,,,,,
Соколова Полина Романовна,Улица Панфёрова,30,99,1955,,,,,
Соколов Михаил Романович,Улица Панфёрова,25,7,1996,,,,,
Александрова Василиса Ивановна,Улица Марии Ульяновой,16,211,1977,,,,,
Жданов Илья Михайлович,Улица Марии Ульяновой,4,31,1994,,,,,
Козлов Глеб Матвеевич,Ленинский проспект,7,254,1988,,,,,
Иванов Дмитрий Ярославович,Улица Гарибальди,27,134,1958,,,,,
Лебедева Василиса Андреевна,Нахимовский проспект,20,85,1982,,,,,
Романов Сергей Михайлович,Нахимовский проспект,19,197,1986,,,,,
Куликов Ярослав Фёдорович,Улица Кравченко,25,18,1988,,,,,
Моисеева София Максимовна,Улица Кравченко,20,73,1994,,,,,
Васильева София Марковна,Улица Крупской,20,291,1992,,,,,
Никитина Мария Руслановна,Улица Вавилова,4,158,1958,,,,,
Никитина Мария Руслановна,Нахимовский проспект,11,145,1987,,,,,
Филимонова Анна Владимировна,Улица Кравченко,26,185,1964,,,,,
Ларина Александра Ярославовна,Улица Панфёрова,10,179,1983,,,,,
Коротков Кирилл Мирославович,Улица Строителей,16,128,1975,,,,,
Самсонова Милана Матвеевна,Улица Академика Пилюгина,4,279,1953,,,,,
Плотников Елисей Ильич,Улица Панфёрова,9,257,1991,,,,,
Фирсова Василиса Марковна,Улица Академика Пилюгина,11,103,1961,,,,,
Пахомов Владислав Макарович,Проспект Вернадского,25,17,1972,,,,,
Егорова Надежда Дмитриевна,Улица Марии Ульяновой,30,181,1964,,,,,
Тихонова Мария Фёдоровна,Улица Крупской,18,163,1995,,,,,
Жданов Илья Михайлович,Улица Кравченко,14,58,1954,,,,,
Максимова Полина Кирилловна,Улица Гарибальди,27,14,2005,,,,,
Павлов Евгений Кириллович,Проспект Вернадского,22,157,1951,,,,,
Дорофеев Никита Александрович,Улица Академика Пилюгина,17,53,1972,,,,,
Тихонов Константин Артёмович,Улица Крупской,8,299,1975,,,,,
Орлов Игорь Александрович,Проспект Вернадского,1,114,1982,,,,,
Романова Вероника Николаевна,Улица Вавилова,21,54,1990,,,,,
Серебрякова Полина Ярославовна,Нахимовский проспект,21,9,1997,,,,,
Жданова Ульяна Никитична,Улица Панфёрова,13,159,2000,,,,,
Елизарова Антонина Игоревна,Нахимовский проспект,19,2,2000,,,,,
Овчинникова Ольга Ильинична,Улица Гарибальди,3,112,1957,,,,,
Баранова Майя Михайловна,Ленинский проспект,6,251,1961,,,,,
Овчинникова Дарья Ильинична,Проспект Вернадского,9,109,1952,,,,,
Орлов Игорь Александрович,Проспект Вернадского,23,22,1966,,,,,
Зубков Алексей Арсеньевич,Нахимовский проспект,25,116,1989,,,,,
Новикова София Елисеевна,Улица Гарибальди,26,224,1954,,,,,
Попов Даниил Михайлович,Улица Панфёрова,27,107,1951,,,,,
Пономарева Мирослава Григорьевна,Улица Панфёрова,9,208,1973,,,,,
Калинин Даниил Артёмович,Улица Кравченко,9,157,1997,,,,,
Попов Илья Матвеевич,Улица Крупской,12,117,1957,,,,,
Орлова Алёна Романовна,Улица Академика Пилюгина,14,9,1997,,,,,
Тихонова Василиса Фёдоровна,Улица Крупской,25,155,1967,,,,,
Яковлев Леонид Константинович,Улица Панфёрова,29,124,1962,,,,,
Павлов Кирилл Александрович,Улица Гарибальди,7,123,1961,,,,,
Белов Максим Демидович,Улица Кравченко,25,46,1961,,,,,
Степанов Дмитрий Александрович,Ленинский проспект,16,90,1979,,,,,
Захаров Роман Денисович,Улица Панфёрова,12,144,1968,,,,,
Орлова Алёна Романовна,Улица Академика Пилюгина,12,164,1992,,,,,
Андреева Ева Андреевна,Улица Строителей,3,111,2003,,,,,
Пахомов Владислав Макарович,Ленинский проспект,14,210,1954,,,,,
Иванова Татьяна Юрьевна,Улица Крупской,20,65,1961,,,,,
Филиппова Алиса Артёмовна,Улица Гарибальди,9,190,1989,,,,,
Павлов Кирилл Александрович,Улица Архитектора Власова,6,257,1956,,,,,
Серебрякова Полина Ярославовна,Улица Академика Пилюгина,14,279,1951,,,,,
Кукушкин Павел Львович,Улица Марии Ульяновой,26,61,1955,,,,,
Коровина Екатерина Юрьевна,Улица Строителей,18,40,1965,,,,,
Анохина Полина Кирилловна,Ленинский проспект,9,164,1986,,,,,
Балашова Анна Савельевна,Улица Крупской,20,164,1995,,,,,
Калинин Даниил Артёмович,Нахимовский проспект,15,281,1985,,,,,
Филиппова София Максимовна,Ленинский проспект,7,168,1986,,,,,
Жданов Кирилл Фёдорович,Улица Вавилова,14,197,1989,,,,,
Моисеева София Максимовна,Улица Крупской,4,183,1969,,,,,
Петров Георгий Николаевич,Нахимовский проспект,11,288,1978,,,,,
Суворов Макар Александрович,Проспект Вернадского,16,19,1976,,,,,
Жданов Илья Михайлович,Улица Панфёрова,15,268,1961,,,,,
Беляева Ева Данииловна,Улица Академика Пилюгина,30,180,1962,,,,,
Соловьева София Константиновна,Улица Марии Ульяновой,13,300,1981,,,,,
Голиков Кирилл Маркович,Улица Кравченко,18,230,1991,,,,,
Суслов Демид Дмитриевич,Улица Архитектора Власова,10,293,1979,,,,,
Прохоров Андрей Арсеньевич,Улица Марии Ульяновой,30,44,1975,,,,,
Орлов Вадим Иванович,Улица Академика Пилюгина,14,68,2003,,,,,
Жданова Ульяна Никитична,Улица Крупской,16,242,1982,,,,,
Воронин Сергей Дмитриевич,Улица Академика Пилюгина,29,240,1973,,,,,
Богданов Владимир Маркович,Улица Марии Ульяновой,28,39,1998,,,,,
Новикова София Елисеевна,Улица Марии Ульяновой,28,44,1990,,,,,
Тихомиров Герман Даниилович,Улица Крупской,25,8,1983,,,,,
Максимова Полина Максимовна,Улица Гарибальди,16,267,1973,,,,,
Соловьева Елизавета Ивановна,Улица Марии Ульяновой,23,32,1983,,,,,
Васильева Вероника Мироновна,Улица Марии Ульяновой,10,294,1999,,,,,
Тихомиров Герман Даниилович,Проспект Вернадского,19,53,1976,,,,,
Баранова Виктория Максимовна,Улица Академика Пилюгина,1,171,1980,,,,,
Филиппова Надежда Ярославовна,Нахимовский проспект,2,17,1991,,,,,
Герасимов Андрей Матвеевич,Улица Архитектора Власова,1,274,1971,,,,,
Грачев Платон Русланович,Улица Архитектора Власова,6,269,1955,,,,,
Дорофеева Анна Фёдоровна,Улица Гарибальди,19,183,1979,,,,,
Дьякова Анастасия Александровна,Нахимовский проспект,14,98,1956,,,,,
Исаев Илья Георгиевич,Улица Вавилова,23,11,1967,,,,,
Грачев Платон Русланович,Улица Строителей,20,147,1950,,,,,
Захаров Николай Александрович,Улица Кравченко,4,296,1980,,,,,
Белова Анастасия Ивановна,Ленинский проспект,29,87,1995,,,,,
Александрова Василиса Ивановна,Проспект Вернадского,21,85,2001,,,,,
Алексеев Матвей Яковлевич,Улица Марии Ульяновой,20,69,1964,,,,,
Новикова София Елисеевна,Проспект Вернадского,30,247,1952,,,,,
Кожевников Иван Евгеньевич,Проспект Вернадского,11,226,1981,,,,,
Яковлев Леонид Константинович,Ленинский проспект,22,86,1970,,,,,
Астахова Виктория Васильевна,Проспект Вернадского,26,98,2003,,,,,
Баранова Василиса Александровна,Проспект Вернадского,27,130,1960,,,,,
Колесников Георгий Маркович,Улица Крупской,3,77,1956,,,,,
Баранова Василиса Александровна,Улица Вавилова,9,164,1999,,,,,
Куликов Ярослав Фёдорович,Проспект Вернадского,6,24,1995,,,,,
Сазонова Анастасия Александровна,Улица Кравченко,13,281,1987,,,,,
Глухова Полина Андреевна,Проспект Вернадского,30,150,1984,,,,,
Филиппова Алиса Артёмовна,Нахимовский проспект,4,298,1950,,,,,
Хохлов Александр Михайлович,Нахимовский проспект,4,143,1963,,,,,
Голиков Кирилл Маркович,Улица Крупской,7,254,1964,,,,,
Грачев Платон Русланович,Проспект Вернадского,11,251,1961,,,,,
Кудрявцева Анна Тимофеевна,Улица Крупской,9,182,1997,,,,,
Мартынов Даниил Демьянович,Улица Архитектора Власова,16,194,1985,,,,,
Серебрякова Дарья Георгиевна,Нахимовский проспект,12,174,1999,,,,,
Фомин Артём Андреевич,Улица Строителей,24,130,1997,,,,,
Миронов Илья Мирославович,Улица Марии Ульяновой,7,141,2005,,,,,
Симонов Роман Андреевич,Улица Панфёрова,2,249,1966,,,,,
Родионова Дарья Александровна,Ленинский проспект,23,271,2001,,,,,
Симонов Роман Андреевич,Улица Вавилова,12,278,1989,,,,,
Лазарева Анна Григорьевна,Улица Панфёрова,8,71,1960,,,,,
Громова Кира Антоновна,Улица Архитектора Власова,28,39,1984,,,,,
Добрынин Дмитрий Тихонович,Улица Вавилова,7,269,1982,,,,,
Степанов Дмитрий Александрович,Улица Строителей,14,198,1952,,,,,
Дьякова Анастасия Александровна,Проспект Вернадского,6,257,1984,,,,,
Васильев Михаил Константинович,Улица Академика Пилюгина,4,82,1983,,,,,
Копылов Григорий Платонович,Улица Марии Ульяновой,9,41,1955,,,,,
Федотова Полина Максимовна,Нахимовский проспект,1,99,1966,,,,,
Беляева Ева Данииловна,Улица Строителей,18,11,1974,,,,,
Левин Сергей Ильич,Улица Гарибальди,5,210,1989,,,,,
Шилова Алиса Ивановна,Улица Гарибальди,12,141,1975,,,,,
Иванов Дмитрий Ярославович,Проспект Вернадского,24,226,1993,,,,,
Кукушкин Павел Львович,Улица Панфёрова,22,234,1954,,,,,
Козлова Виктория Дмитриевна,Проспект Вернадского,5,249,2001,,,,,
Богданов Владимир Маркович,Улица Гарибальди,25,277,1957,,,,,
Глухова Полина Андреевна,Улица Гарибальди,30,228,1979,,,,,
Копылов Григорий Платонович,Улица Марии Ульяновой,2,38,1965,,,,,
Овчинникова Дарья Ильинична,Улица Строителей,2,297,1954,,,,,
