ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Волков Кирилл Маркович,Проспект Вернадского,19,118,1975,,,,,
Рыбаков Фёдор Дмитриевич,Нахимовский проспект,17,185,1983,,,,,
Смирнова Полина Максимовна,Улица Панфёрова,30,252,1959,,,,,
Пономарева Мирослава Григорьевна,Улица Гарибальди,21,249,1961,,,,,
Коротков Кирилл Мирославович,Улица Кравченко,4,224,1982,,,,,
Щеглова Мария Артёмовна,Проспект Вернадского,8,39,1964,,,,,
Павлов Кирилл Александрович,Улица Панфёрова,6,9,2005,,,,,
Селиванова Елизавета Марковна,Проспект Вернадского,14,45,1997,,,,,
Соколов Михаил Романович,Улица Крупской,11,163,1979,,,,,
Морозов Роман Артурович,Улица Крупской,9,290,1961,,,,,
Герасимов Артур Денисович,Улица Кравченко,13,196,1964,,,,,
Жданов Кирилл Фёдорович,Ленинский проспект,6,136,1953,,,,,
Орлова Алёна Романовна,Улица Вавилова,10,281,2005,,,,,
Константинов Александр Юрьевич,Улица Панфёрова,13,78,1956,,,,,
Семенова Виктория Ивановна,Ленинский проспект,11,290,1972,,,,,
Смирнова Полина Максимовна,Нахимовский проспект,17,68,1979,,,,,
Максимова Полина Кирилловна,Улица Архитектора Власова,19,230,1956,,,,,
Чернышев Платон Артёмович,Улица Панфёрова,15,29,1955,,,,,
Филиппова Надежда Ярославовна,Улица Крупской,1,243,1976,,,,,
Исаев Илья Георгиевич,Улица Архитектора Власова,6,44,2005,,,,,
Гришина Кира Артемьевна,Улица Академика Пилюгина,13,116,1964,,,,,
Кукушкин Павел Львович,Улица Архитектора Власова,7,74,1996,,,,,
Баранова Алиса Ивановна,Улица Крупской,25,190,2004,,,,,
Прокофьев Дмитрий Родионович,Улица Архитектора Власова,22,29,1995,,,,,
Павлов Лев Александрович,Нахимовский проспект,25,222,1970,,,,,
Петровская Анастасия Макаровна,Улица Вавилова,30,206,1971,,,,,
Селиванова Елизавета Марковна,Ленинский проспект,28,257,1991,,,,,
Соколова Василиса Александровна,Улица Панфёрова,30,42,1962,,,,,
Елизарова Антонина Игоревна,Улица Вавилова,29,35,1974,,,,,
Сидоров Матвей Даниилович,Улица Гарибальди,12,212,1962,,,,,
Степанов Дмитрий Александрович,Ленинский проспект,16,256,1952,,,,,
Селиванова Елизавета Марковна,Улица Кравченко,9,213,1980,,,,,
Герасимов Андрей Матвеевич,Улица Кравченко,28,228,1998,,,,,
Белова София Львовна,Улица Гарибальди,4,287,1994,,,,,
Константинов Александр Юрьевич,Улица Кравченко,17,133,1963,,,,,
Блохина Елизавета Ильинична,Улица Марии Ульяновой,18,154,1975,,,,,
Соловьева Елизавета Ивановна,Улица Марии Ульяновой,27,107,1972,,,,,
Плотников Елисей Ильич,Улица Строителей,17,12,1965,,,,,
Воронин Сергей Дмитриевич,Улица Марии Ульяновой,7,255,1960,,,,,
Горелов Владимир Дмитриевич,Улица Кравченко,9,187,1991,,,,,
Петровская Полина Максимовна,Улица Крупской,17,265,2004,,,,,
Баранова Майя Михайловна,Улица Архитектора Власова,15,30,1966,,,,,
Павлов Евгений Кириллович,Улица Академика Пилюгина,7,173,2002,,,,,
Захаров Николай Александрович,Ленинский проспект,15,225,2001,,,,,
Плотников Елисей Ильич,Проспект Вернадского,23,300,1981,,,,,
Захарова Дарина Ярославовна,Улица Архитектора Власова,6,134,1977,,,,,
Наумов Артём Константинович,Улица Архитектора Власова,24,125,1959,,,,,
Петров Георгий Николаевич,Улица Вавилова,30,16,1979,,,,,
Жданов Илья Михайлович,Улица Вавилова,24,150,1958,,,,,
Сергеев Михаил Станиславович,Улица Академика Пилюгина,4,120,1973,,,,,
Иванова Татьяна Юрьевна,Улица Академика Пилюгина,8,67,2003,,,,,
Павлов Кирилл Александрович,Улица Панфёрова,29,186,1954,,,,,
Серебрякова Полина Ярославовна,Ленинский проспект,29,220,1974,,,,,
Михайлов Елисей Михайлович,Улица Гарибальди,13,152,2004,,,,,
Глухова Полина Андреевна,Улица Панфёрова,30,188,1980,,,,,
Терентьева Арина Марковна,Ленинский проспект,29,114,1952,,,,,
Сазонова Анастасия Александровна,Улица Вавилова,11,46,2002,,,,,
Васильева София Марковна,Улица Вавилова,21,179,1979,,,,,
Панфилова Зоя Петровна,Улица Крупской,26,295,1996,,,,,
Снегирева Дарья Глебовна,Проспект Вернадского,12,132,1994,,,,,
Новикова София Елисеевна,Улица Кравченко,25,98,1977,,,,,
Морозов Роман Артурович,Улица Кравченко,11,175,2004,,,,,
Попов Илья Матвеевич,Улица Марии Ульяновой,4,130,1966,,,,,
Серебрякова Полина Ярославовна,Проспект Вернадского,11,197,2000,,,,,
Новикова Кира Борисовна,Улица Гарибальди,1,220,1988,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,7,133,1986,,,,,
Кудрявцева Анна Тимофеевна,Улица Крупской,16,209,1960,,,,,
Петров Георгий Николаевич,Улица Гарибальди,7,246,1994,,,,,
Громова Кира Антоновна,Улица Марии Ульяновой,25,244,1963,,,,,
Родионова Дарья Александровна,Ленинский проспект,3,169,1977,,,,,
Латышев Роман Михайлович,Улица Крупской,17,186,1991,,,,,
Денисов Алексей Романович,Улица Строителей,4,298,1974,,,,,
Давыдов Кирилл Янович,Улица Панфёрова,15,116,1980,,,,,
Литвинова Полина Лукинична,Улица Марии Ульяновой,27,170,1992,,,,,
Хохлов Александр Михайлович,Улица Строителей,24,68,1965,,,,,
Смирнова Полина Максимовна,Улица Гарибальди,15,127,1976,,,,,
Карпов Григорий Иванович,Нахимовский проспект,28,170,1955,,,,,
Орлов Игорь Александрович,Улица Кравченко,6,209,1953,,,,,
Филиппова Алиса Артёмовна,Улица Архитектора Власова,8,297,1951,,,,,
Яковлев Леонид Константинович,Улица Панфёрова,15,261,1956,,,,,
Родионова Дарья Александровна,Улица Строителей,3,242,2005,,,,,
Терентьева Арина Марковна,Улица Вавилова,14,24,1982,,,,,
Орлов Игорь Александрович,Ленинский проспект,30,241,1972,,,,,
Крючков Вячеслав Андреевич,Проспект Вернадского,13,128,1999,,,,,
Орлова Алёна Романовна,Улица Кравченко,18,143,1989,,,,,
Миронов Илья Мирославович,Улица Строителей,7,179,1989,,,,,
Михайлов Елисей Михайлович,Улица Панфёрова,13,235,1984,,,,,
Дьякова Анастасия Александровна,Проспект Вернадского,23,209,1967,,,,,
Исаев Илья Георгиевич,Улица Академика Пилюгина,27,210,1954,,,,,
Данилова Диана Тимуровна,Проспект Вернадского,13,149,1973,,,,,
Максимова Полина Кирилловна,Улица Панфёрова,16,182,1974,,,,,
Федотова Полина Максимовна,Улица Панфёрова,10,180,2004,,,,,
Иванов Артём Иванович,Улица Крупской,11,229,1990,,,,,
Захаров Николай Александрович,Проспект Вернадского,21,186,2001,,,,,
Островский Макар Глебович,Улица Марии Ульяновой,5,199,1980,,,,,
Анохина Полина Кирилловна,Улица Крупской,11,82,1986,,,,,
Матвеева Ева Андреевна,Улица Строителей,6,179,1956,,,,,
Антонов Артём Платонович,Улица Вавилова,6,287,1974,,,,,
Елизарова Антонина Игоревна,Улица Гарибальди,25,158,1986,,,,,
Щеглова Мария Артёмовна,Нахимовский проспект,21,89,1988,,,,,
Васильева София Николаевна,Ленинский проспект,28,35,1958,,,,,
Захаров Илья Никитич,Улица Строителей,6,46,2005,,,,,
Захаров Николай Александрович,Улица Строителей,11,241,1978,,,,,
Анохина Полина Кирилловна,Улица Кравченко,29,261,1991,,,,,
Богданов Владимир Маркович,Улица Гарибальди,18,102,1978,,,,,
Козлов Роман Сергеевич,Улица Вавилова,29,243,1965,,,,,
Новикова Кристина Васильевна,Улица Панфёрова,6,85,1983,,,,,
Сазонова Анастасия Александровна,Улица Академика Пилюгина,10,214,1969,,,,,
Захаров Николай Александрович,Улица Академика Пилюгина,3,56,2000,,,,,
Дорофеев Никита Александрович,Нахимовский проспект,6,190,1956,,,,,
Голиков Лев Никитич,Улица Вавилова,1,262,1953,,,,,
Иванов Максим Тимофеевич,Ленинский проспект,10,40,1980,,,,,
Иванов Максим Тимофеевич,Улица Архитектора Власова,23,263,2004,,,,,
Гришина Кира Артемьевна,Улица Академика Пилюгина,13,5,1972,,,,,
Максимова Полина Максимовна,Нахимовский проспект,12,87,2003,,,,,
Давыдов Кирилл Янович,Улица Академика Пилюгина,2,64,1983,,,,,
Васильев Михаил Константинович,Улица Марии Ульяновой,26,193,2004,,,,,
Тихонова Василиса Фёдоровна,Улица Крупской,20,64,2005,,,,,
Белова Анастасия Ивановна,Проспект Вернадского,28,294,1971,,,,,
Калинин Даниил Артёмович,Улица Гарибальди,2,10,1963,,,,,
Белов Максим Демидович,Улица Архитектора Власова,30,67,1959,,,,,
Орлов Игорь Александрович,Улица Панфёрова,9,290,1953,,,,,
Панфилова Зоя Петровна,Ленинский проспект,6,300,1977,,,,,
Филимонова Анна Владимировна,Улица Архитектора Власова,29,179,1986,,,,,
Никитина Мария Руслановна,Улица Гарибальди,23,93,1982,,,,,
Петрова Алиса Степановна,Улица Панфёрова,5,144,1954,,,,,
Коровина Екатерина Юрьевна,Проспект Вернадского,15,262,1977,,,,,
Климова Екатерина Михайловна,Улица Крупской,3,159,2005,,,,,
Наумов Артём Константинович,Улица Академика Пилюгина,29,202,1998,,,,,
Белова София Львовна,Нахимовский проспект,29,192,1998,,,,,
Егоров Глеб Семёнович,Улица Марии Ульяновой,16,181,1974,,,,,
Васильева Вероника Мироновна,Улица Кравченко,13,176,1992,,,,,
Суслов Демид Дмитриевич,Улица Панфёрова,7,26,1955,,,,,
Кудрявцева Анна Тимофеевна,Улица Строителей,7,179,1974,,,,,
Фомин Артём Андреевич,Ленинский проспект,25,287,1992,,,,,
Куликова Мария Никитична,Проспект Вернадского,5,221,2004,,,,,
Пахомов Владислав Макарович,Улица Кравченко,9,210,1992,,,,,
Соколов Михаил Романович,Ленинский проспект,12,77,1995,,,,,
Белов Максим Демидович,Улица Крупской,4,90,1950,,,,,
Кожевников Иван Евгеньевич,Улица Строителей,24,281,1952,,,,,
Захаров Илья Никитич,Улица Академика Пилюгина,9,198,1977,,,,,
Васильев Кирилл Ильич,Улица Марии Ульяновой,20,231,1950,,,,,
Елизарова Антонина Игоревна,Нахимовский проспект,16,267,1959,,,,,
Константинов Александр Юрьевич,Нахимовский проспект,16,198,1993,,,,,
Волков Кирилл Маркович,Улица Гарибальди,26,15,1993,,,,,
Попов Илья Матвеевич,Ленинский проспект,21,229,1980,,,,,
Денисов Алексей Романович,Улица Гарибальди,9,155,1953,,,,,
Егоров Глеб Семёнович,Улица Крупской,23,276,1956,,,,,
Соловьева Елизавета Ивановна,Улица Гарибальди,6,79,1997,,,,,
Елизарова Антонина Игоревна,Улица Марии Ульяновой,6,292,1988,,,,,
Озеров Григорий Иванович,Нахимовский проспект,5,262,1990,,,,,
Карпова Арина Григорьевна,Улица Академика Пилюгина,26,268,1998,,,,,
Серебрякова Дарья Георгиевна,Улица Кравченко,25,3,1975,,,,,
Тихомиров Герман Даниилович,Улица Марии Ульяновой,23,264,1984,,,,,
Баранова Василиса Александровна,Улица Архитектора Власова,24,242,1986,,,,,
Дорофеева Анна Фёдоровна,Проспект Вернадского,27,29,1968,,,,,
Куликов Ярослав Фёдорович,Улица Панфёрова,25,282,1950,,,,,
Жданов Кирилл Фёдорович,Улица Панфёрова,29,70,1978,,,,,
Серебрякова Дарья Георгиевна,Улица Гарибальди,14,265,1994,,,,,
Фомин Артём Андреевич,Улица Кравченко,7,241,1992,,,,,
Абрамова Кристина Андреевна,Улица Архитектора Власова,7,259,1991,,,,,
Астахова София Ильинична,Улица Вавилова,22,152,1957,,,,,
Островский Макар Глебович,Ленинский проспект,18,95,1974,,,,,
Жданова Ульяна Никитична,Улица Панфёрова,20,186,1959,,,,,
Карпова Арина Григорьевна,Улица Архитектора Власова,14,15,1974,,,,,
Соловьева Елизавета Ивановна,Улица Строителей,21,299,1955,,,,,
Петровская Полина Максимовна,Улица Кравченко,24,120,1978,,,,,
Горелов Владимир Дмитриевич,Улица Панфёрова,30,14,1954,,,,,
Павлов Евгений Кириллович,Улица Строителей,7,287,1963,,,,,
Левин Максим Богданович,Улица Крупской,30,221,1992,,,,,
Прохоров Андрей Арсеньевич,Проспект Вернадского,24,298,1956,,,,,
Баранова Виктория Максимовна,Улица Марии Ульяновой,1,151,1983,,,,,
Шишкин Константин Павлович,Улица Академика Пилюгина,25,13,1950,,,,,
Иванов Дмитрий Ярославович,Улица Архитектора Власова,21,103,1984,,,,,
Голиков Лев Никитич,Улица Марии Ульяновой,24,146,1965,,,,,
Морозов Роман Артурович,Улица Марии Ульяновой,21,153,1998,,,,,
Пономарева Мирослава Григорьевна,Нахимовский проспект,7,293,1998,,,,,
Родионова Дарья Александровна,Проспект Вернадского,28,230,2004,,,,,
Баранова Виктория Максимовна,Улица Академика Пилюгина,20,1,2004,,,,,
Павлов Кирилл Александрович,Ленинский проспект,18,173,1951,,,,,
Захаров Николай Александрович,Улица Кравченко,11,211,2002,,,,,
Пахомов Владислав Макарович,Улица Кравченко,17,15,1967,,,,,
Попов Илья Матвеевич,Улица Архитектора Власова,3,52,1961,,,,,
Тихонов Константин Артёмович,Улица Академика Пилюгина,7,8,1970,,,,,
Хохлов Александр Михайлович,Улица Вавилова,29,84,1965,,,,,
Филиппова София Максимовна,Нахимовский проспект,15,137,1968,,,,,
Колесников Георгий Маркович,Проспект Вернадского,6,291,1990,,,,,
Иванова Татьяна Юрьевна,Улица Академика Пилюгина,9,21,1969,,,,,
Никонова София Константиновна,Улица Вавилова,2,108,1975,,,,,
Ежова Ксения Георгиевна,Улица Строителей,6,242,1979,,,,,
Ежова Ксения Георгиевна,Нахимовский проспект,2,169,2004,,,,,
Дьякова Анастасия Александровна,Улица Гарибальди,3,119,1979,,,,,
Васильева София Марковна,Улица Марии Ульяновой,25,129,1985,,,,,
Островский Макар Глебович,Нахимовский проспект,25,94,2005,,,,,
Прокофьев Дмитрий Родионович,Проспект Вернадского,1,10,1951,,,,,
Николаева Валерия Владимировна,Улица Вавилова,25,17,1963,,,,,
Дорофеева Анна Фёдоровна,Улица Строителей,30,241,1997,,,,,
Терентьева Арина Марковна,Улица Крупской,27,24,1963,,,,,
Зубков Алексей Арсеньевич,Улица Строителей,23,34,1960,,,,,
Ежова Ксения Георгиевна,Улица Гарибальди,14,176,1999,,,,,
Карпов Григорий Иванович,Улица Кравченко,12,73,1987,,,,,
Кудрявцева Анна Тимофеевна,Улица Вавилова,24,53,1974,,,,,
Озеров Григорий Иванович,Улица Академика Пилюгина,19,246,1954,,,,,
Морозов Роман Артурович,Улица Гарибальди,13,53,1982,,,,,
Сидоров Матвей Даниилович,Улица Кравченко,29,276,1994,,,,,
Коровина Екатерина Юрьевна,Улица Академика Пилюгина,20,119,1999,,,,,
Белов Максим Демидович,Улица Гарибальди,10,279,1991,,,,,
Куликова Мария Никитична,Улица Вавилова,4,53,1975,,,,,
Александрова Василиса Ивановна,Улица Строителей,20,15,1996,,,,,
Дмитриев Ярослав Романович,Ленинский проспект,10,260,1994,,,,,
Голиков Кирилл Маркович,Нахимовский проспект,3,251,1987,,,,,
Самсонова Милана Матвеевна,Улица Крупской,10,117,1996,,,,,
Леонтьев Семён Иванович,Ленинский проспект,27,71,1962,,,,,
Егоров Глеб Семёнович,Проспект Вернадского,3,25,1950,,,,,
Баранова Виктория Максимовна,Ленинский проспект,19,48,1972,,,,,
Беляева Ева Данииловна,Проспект Вернадского,21,121,1997,,,,,
Захарова Дарина Ярославовна,Проспект Вернадского,7,276,1963,,,,,
Серебрякова Полина Ярославовна,Нахимовский проспект,26,166,1983,,,,,
Сергеев Михаил Станиславович,Проспект Вернадского,21,274,1969,,,,,
Леонтьев Семён Иванович,Улица Панфёрова,15,207,1978,,,,,
Осипов Вадим Борисович,Проспект Вернадского,30,269,1958,,,,,
Климова Екатерина Михайловна,Улица Панфёрова,3,207,1992,,,,,
Тихонова Василиса Фёдоровна,Улица Вавилова,7,211,1974,,,,,
Крючков Вячеслав Андреевич,Улица Строителей,2,100,1992,,,,,
Самсонова Милана Матвеевна,Проспект Вернадского,5,17,1985,,,,,
Миронов Иван Никитич,Нахимовский проспект,24,199,1957,,,,,
Егоров Глеб Семёнович,Улица Кравченко,4,180,1969,,,,,
Шестаков Андрей Львович,Проспект Вернадского,14,292,1964,,,,,
Леонтьев Семён Иванович,Улица Крупской,27,240,1967,,,,,
Петрова Алиса Степановна,Улица Строителей,22,205,1986,,,,,
Соловьева Елизавета Ивановна,Ленинский проспект,5,264,1981,,,,,
Пономарева Мирослава Григорьевна,Проспект Вернадского,5,19,1983,,,,,
Ананьев Алексей Семёнович,Улица Академика Пилюгина,22,207,1980,,,,,
Тихонов Константин Артёмович,Улица Крупской,19,153,1999,,,,,
Овчинникова Ольга Ильинична,Нахимовский проспект,15,233,2002,,,,,
Волков Кирилл Маркович,Улица Вавилова,21,168,1961,,,,,
Ларина Александра Ярославовна,Ленинский проспект,28,270,1968,,,,,
Соколова Полина Романовна,Улица Архитектора Власова,10,35,1997,,,,,
Блохина Елизавета Ильинична,Улица Кравченко,2,238,1957,,,,,
Грачев Платон Русланович,Проспект Вернадского,1,293,1987,,,,,
Коротков Кирилл Мирославович,Улица Гарибальди,1,21,1970,,,,,
Матвеева Ева Андреевна,Улица Кравченко,14,7,1966,,,,,
Максимова Алиса Ярославовна,Улица Академика Пилюгина,30,242,2005,,,,,
Снегирева Дарья Глебовна,Улица Академика Пилюгина,17,14,1974,,,,,
Добрынин Дмитрий Тихонович,Улица Гарибальди,23,260,1993,,,,,
Балашова Анна Савельевна,Улица Архитектора Власова,28,96,1988,,,,,
Пахомов Владислав Макарович,Ленинский проспект,11,143,1965,,,,,
Степанов Дмитрий Александрович,Нахимовский проспект,29,128,1981,,,,,
Шишкин Константин Павлович,Улица Кравченко,28,135,1950,,,,,
Петров Георгий Николаевич,Нахимовский проспект,5,69,1965,,,,,
Озеров Григорий Иванович,Улица Крупской,24,291,1997,,,,,
Плотников Елисей Ильич,Улица Марии Ульяновой,24,133,1997,,,,,
Козлов Глеб Матвеевич,Ленинский проспект,23,192,1983,,,,,
Астахова Виктория Васильевна,Улица Крупской,25,273,1994,,,,,
Самсонова Милана Матвеевна,Улица Академика Пилюгина,21,23,1997,,,,,
Андреева Ева Андреевна,Улица Кравченко,17,117,1967,,,,,
Воронина Полина Глебовна,Улица Панфёрова,13,41,1975,,,,,
Моисеева София Максимовна,Проспект Вернадского,24,114,2005,,,,,
Щеглова Мария Артёмовна,Улица Гарибальди,4,24,1961,,,,,
Петров Георгий Николаевич,Улица Крупской,9,243,1989,,,,,
Баранова Виктория Максимовна,Улица Кравченко,13,185,1977,,,,,
Платонова Алиса Степановна,Улица Академика Пилюгина,17,168,1978,,,,,
Семенова Виктория Ивановна,Улица Архитектора Власова,23,210,1997,,,,,
Морозов Роман Артурович,Улица Гарибальди,14,286,1984,,,,,
Левин Сергей Ильич,Ленинский проспект,29,6,1969,,,,,
Павлов Евгений Кириллович,Улица Крупской,19,261,1991,,,,,
Алешина Кристина Евгеньевна,Улица Крупской,2,141,1960,,,,,
Карпов Александр Тимурович,Улица Крупской,11,263,1997,,,,,
Егорова Надежда Дмитриевна,Улица Кравченко,1,119,1968,,,,,
Терентьева Арина Марковна,Улица Кравченко,10,121,1983,,,,,
Белов Максим Демидович,Улица Гарибальди,20,196,1955,,,,,
Куликова Мария Никитична,Улица Панфёрова,4,216,1963,,,,,
Куликов Ярослав Фёдорович,Ленинский проспект,5,46,1957,,,,,
Карташов Марк Владимирович,Улица Кравченко,1,97,1963,,,,,
Григорьев Пётр Александрович,Улица Марии Ульяновой,17,227,2002,,,,,
Соловьева Елизавета Ивановна,Улица Архитектора Власова,22,88,2003,,,,,
Коротков Кирилл Мирославович,Улица Марии Ульяновой,18,121,1991,,,,,
Герасимов Андрей Матвеевич,Проспект Вернадского,24,2,1981,,,,,
Петрова Таисия Артёмовна,Нахимовский проспект,22,44,1958,,,,,
Михайлов Елисей Михайлович,Проспект Вернадского,19,127,1967,,,,,
Попов Леонид Макарович,Улица Крупской,8,80,1950,,,,,
Горелов Владимир Дмитриевич,Улица Вавилова,29,161,1972,,,,,
Матвеева Ева Андреевна,Проспект Вернадского,6,26,1980,,,,,
Щеглова Мария Артёмовна,Улица Вавилова,11,157,1988,,,,,
Пономарева Ирина Александровна,Ленинский проспект,29,249,1968,,,,,
Соколов Лев Владиславович,Улица Вавилова,15,63,2001,,,,,
Иванов Даниил Олегович,Проспект Вернадского,23,241,1989,,,,,
Рыбаков Фёдор Дмитриевич,Нахимовский проспект,9,116,1955,,,,,
Степанов Дмитрий Александрович,Улица Гарибальди,16,92,1956,,,,,
Иванов Максим Тимофеевич,Улица Кравченко,9,35,1981,,,,,
Пономарева Ирина Александровна,Улица Вавилова,27,228,1950,,,,,
Озеров Григорий Иванович,Улица Строителей,16,170,1981,,,,,
Фомин Артём Андреевич,Улица Крупской,20,191,1963,,,,,
Левина Анна Александровна,Проспект Вернадского,18,108,1974,,,,,
Григорьев Пётр Александрович,Улица Кравченко,15,135,1958,,,,,
Смирнова Полина Максимовна,Улица Строителей,7,183,1980,,,,,
Алешина Кристина Евгеньевна,Улица Строителей,21,126,2005,,,,,
Ананьев Алексей Семёнович,Проспект Вернадского,11,299,1982,,,,,
Дьякова Анастасия Александровна,Улица Марии Ульяновой,9,123,1979,,,,,
Рыбаков Фёдор Дмитриевич,Улица Академика Пилюгина,10,286,1984,,,,,
Астахова Виктория Васильевна,Нахимовский проспект,4,188,1956,,,,,
Николаева Дарина Григорьевна,Улица Крупской,15,217,1995,,,,,
Попов Даниил Михайлович,Улица Академика Пилюгина,3,18,1987,,,,,
Астахова София Ильинична,Улица Вавилова,14,186,1994,,,,,
Громова Кира Антоновна,Улица Марии Ульяновой,18,275,1960,,,,,
Астахова София Ильинична,Улица Марии Ульяновой,9,63,1971,,,,,
Фирсова Василиса Марковна,Улица Панфёрова,11,66,1968,,,,,
Снегирева Дарья Глебовна,Улица Панфёрова,21,221,1984,,,,,
Островский Макар Глебович,Улица Панфёрова,26,239,1973,,,,,
Алешина Кристина Евгеньевна,Улица Архитектора Власова,23,11,1990,,,,,
Захарова Дарина Ярославовна,Улица Архитектора Власова,8,260,1980,,,,,
Овчинникова Ольга Ильинична,Улица Строителей,10,107,1955,,,,,
Копылов Григорий Платонович,Нахимовский проспект,28,37,1982,,,,,
Снегирева Дарья Глебовна,Проспект Вернадского,17,176,2002,,,,,
Соловьева София Константиновна,Улица Гарибальди,29,223,1953,,,,,
Прокофьев Дмитрий Родионович,Нахимовский проспект,15,139,2004,,,,,
Воронина Полина Глебовна,Улица Архитектора Власова,22,144,1998,,,,,
Васильев Михаил Константинович,Улица Строителей,10,161,1955,,,,,
Васильева София Марковна,Улица Панфёрова,15,279,1959,,,,,
Пономарева Мирослава Григорьевна,Улица Вавилова,17,217,1954,,,,,
Иванов Даниил Олегович,Улица Архитектора Власова,25,79,1995,,,,,
Голиков Лев Никитич,Ленинский проспект,22,68,1982,,,,,
Карпов Александр Тимурович,Улица Вавилова,2,115,2004,,,,,
Горелов Владимир Дмитриевич,Нахимовский проспект,13,72,2000,,,,,
Зубков Алексей Арсеньевич,Улица Архитектора Власова,8,3,1976,,,,,
Новиков Андрей Георгиевич,Улица Строителей,15,282,1994,,,,,
Климова Екатерина Михайловна,Ленинский проспект,9,230,1950,,,,,
Добрынин Дмитрий Тихонович,Улица Панфёрова,9,181,1977,,,,,
Максимова Алиса Ярославовна,Улица Панфёрова,17,194,1983,,,,,
Федотова Полина Максимовна,Улица Панфёрова,26,279,1967,,,,,
Пономарева Ирина Александровна,Улица Гарибальди,18,177,2001,,,,,
Блохина Елизавета Ильинична,Ленинский проспект,25,145,1974,,,,,
Горелов Владимир Дмитриевич,Проспект Вернадского,14,266,1965,,,,,
Анохина Полина Кирилловна,Проспект Вернадского,1,52,1968,,,,,
Антонов Артём Платонович,Улица Вавилова,13,230,1986,,,,,
Орлова Алёна Романовна,Ленинский проспект,10,137,1975,,,,,
Лебедева Василиса Андреевна,Улица Панфёрова,21,264,1974,,,,,
Симонов Роман Андреевич,Улица Марии Ульяновой,18,290,1966,,,,,
Филиппова Надежда Ярославовна,Проспект Вернадского,1,84,1989,,,,,
Васильев Михаил Константинович,Ленинский проспект,11,280,1956,,,,,
Ананьев Алексей Семёнович,Улица Гарибальди,10,211,1996,,,,,
Богданов Владимир Маркович,Нахимовский проспект,21,252,1963,,,,,
Тихонова Василиса Фёдоровна,Улица Архитектора Власова,12,154,1979,,,,,
Сергеев Михаил Станиславович,Нахимовский проспект,4,241,2004,,,,,
Романова Вероника Николаевна,Улица Строителей,7,258,1971,,,,,
Соловьева Елизавета Ивановна,Улица Гарибальди,26,249,2000,,,,,
Данилова Диана Тимуровна,Улица Крупской,8,41,1952,,,,,
Николаева Дарина Григорьевна,Улица Академика Пилюгина,10,299,1997,,,,,
Кукушкин Павел Львович,Улица Крупской,2,87,1953,,,,,
Филиппова София Максимовна,Улица Вавилова,2,218,1965,,,,,
Усова Алиса Николаевна,Ленинский проспект,5,82,1956,,,,,
Павлов Евгений Кириллович,Улица Крупской,3,48,1978,,,,,
Данилова Диана Тимуровна,Ленинский проспект,23,233,1954,,,,,
Алешина Кристина Евгеньевна,Ленинский проспект,27,260,2004,,,,,
Захарова Дарина Ярославовна,Улица Строителей,14,199,1986,,,,,
Зубков Алексей Арсеньевич,Улица Архитектора Власова,6,154,1999,,,,,
Шишкин Константин Павлович,Улица Крупской,24,255,1962,,,,,
Сидоров Матвей Даниилович,Улица Гарибальди,29,256,1969,,,,,
Павлов Кирилл Александрович,Улица Вавилова,13,66,1972,,,,,
Осипов Вадим Борисович,Улица Марии Ульяновой,17,95,1981,,,,,
Серебрякова Дарья Георгиевна,Ленинский проспект,28,111,1974,,,,,
Кожевников Иван Евгеньевич,Улица Кравченко,4,280,2003,,,,,
Васильева София Николаевна,Улица Кравченко,22,82,2003,,,,,
Мартынов Даниил Демьянович,Улица Вавилова,13,160,1954,,,,,
Симонов Роман Андреевич,Улица Архитектора Власова,14,15,1979,,,,,
Баранова Виктория Максимовна,Нахимовский проспект,8,248,1951,,,,,
Сазонова Анастасия Александровна,Улица Кравченко,23,53,1969,,,,,
Прохоров Андрей Арсеньевич,Улица Вавилова,21,295,1988,,,,,
Смирнова Полина Максимовна,Нахимовский проспект,29,45,1973,,,,,
Петровская Полина Максимовна,Улица Марии Ульяновой,29,140,1973,,,,,
Рыбаков Фёдор Дмитриевич,Улица Крупской,3,214,1968,,,,,
Анохина Полина Кирилловна,Ленинский проспект,22,207,1952,,,,,
Захаров Илья Никитич,Улица Панфёрова,28,92,1966,,,,,
Пономарева Ирина Александровна,Улица Академика Пилюгина,8,163,1962,,,,,
Максимова Анна Фёдоровна,Улица Крупской,4,282,1966,,,,,
Коровина Екатерина Юрьевна,Нахимовский проспект,5,52,1966,,,,,
Колесников Георгий Маркович,Улица Гарибальди,1,116,1997,,,,,
Горелов Владимир Дмитриевич,Улица Академика Пилюгина,12,188,1995,,,,,
Давыдов Кирилл Янович,Улица Вавилова,26,186,1956,,,,,
Волков Кирилл Маркович,Улица Кравченко,10,62,1971,,,,,
Миронов Иван Никитич,Нахимовский проспект,12,227,1980,,,,,
Ермакова Майя Никитична,Нахимовский проспект,26,146,1995,,,,,
Селиванова Елизавета Марковна,Улица Кравченко,27,152,1979,,,,,
Панфилова Зоя Петровна,Улица Панфёрова,21,257,1969,,,,,
Кожевников Иван Евгеньевич,Улица Кравченко,28,4,1963,,,,,
Суворов Макар Александрович,Улица Строителей,4,111,1976,,,,,
Глухова Полина Андреевна,Улица Академика Пилюгина,14,7,1988,,,,,
Родионова Дарья Александровна,Улица Крупской,29,212,1989,,,,,
